,participant_id,Condition,Classifier,Parameters Used,Confusion_Matrix,CV_Train_Bal_Accuracy,CV_Test_Bal_Accuracy,Test_Bal_Accuracy,CV_Train_Accuracy,CV_Test_Accuracy,Test_Accuracy,CV_Train_Precision,CV_Test_Precision,Test_Precision,CV_Train_Matthews_coef,CV_Test_Matthews_coef,Matthews_Coef,CV_Train_Recall,CV_Test_Recall,Test_recall,CV_Train_Fbeta_0.5,Fbeta_0.5,CV_Train_Fbeta_1.5,CV_Test_Fbeta_1.5,Fbeta_1.5,CV_Train_F1,CV_Test_F1,F1_score,CV_Train_ROC_AUC,CV_Test_ROC_AUC,Test_ROC_AUC,Mean Fit Time,Mean Score Time
214,sub-008,Target-Nontarget,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[218  22]
 [ 17  31]]",100.0,80.6,77.7,100.0,87.7,86.5,100.0,62.3,58.5,1.0,0.584,0.533,100.0,69.9,64.6,1.0,0.596,1.0,0.668,0.626,1.0,0.652,0.614,1.0,0.806,0.777,38.658,0.066
215,sub-008,Target-Nontarget,RF,"{'RF__n_estimators': 2909, 'RF__min_samples_split': 3, 'RF__min_samples_leaf': 3, 'RF__max_samples': 0.9, 'RF__max_leaf_nodes': 94, 'RF__max_depth': 42, 'RF__class_weight': 'balanced'}","[[240   0]
 [ 42   6]]",98.7,53.6,56.2,99.6,84.4,85.4,100.0,70.0,100.0,0.984,0.197,0.326,97.4,7.3,12.5,0.995,0.417,0.982,0.1,0.171,0.987,0.13,0.222,0.987,0.536,0.562,35.975,1.052
216,sub-009,Neutral/Upright/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 188.73918221350996}","[[23  7]
 [ 0  6]]",100.0,83.8,88.3,100.0,72.9,80.6,100.0,39.7,46.2,1.0,0.515,0.595,100.0,100.0,100.0,1.0,0.517,1.0,0.668,0.736,1.0,0.558,0.632,1.0,0.838,0.883,0.433,0.032
217,sub-009,Neutral/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[28  2]
 [ 6  0]]",88.7,72.5,46.7,95.0,89.7,77.8,89.8,60.0,0.0,0.814,0.496,-0.108,79.2,46.7,0.0,0.874,0.0,0.821,0.495,0.0,0.84,0.517,0.0,0.887,0.725,0.467,8.348,0.04
218,sub-009,Neutral/Upright/Faces,RF,"{'RF__n_estimators': 885, 'RF__min_samples_split': 8, 'RF__min_samples_leaf': 3, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 84, 'RF__max_depth': 24, 'RF__class_weight': 'balanced'}","[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,83.4,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,3.734,0.355
219,sub-009,Neutral/Upright/Silhouettes,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 188.73918221350996}","[[23  7]
 [ 1  5]]",100.0,69.6,80.0,100.0,59.0,77.8,100.0,26.9,41.7,1.0,0.295,0.474,100.0,85.0,83.3,1.0,0.463,1.0,0.502,0.637,1.0,0.403,0.556,1.0,0.696,0.8,0.436,0.036
220,sub-009,Neutral/Upright/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[27  3]
 [ 5  1]]",79.5,52.1,53.3,91.1,81.3,77.8,80.6,13.3,25.0,0.657,0.044,0.079,62.0,8.3,16.7,0.759,0.227,0.666,0.085,0.186,0.699,0.09,0.2,0.795,0.521,0.533,8.51,0.034
221,sub-009,Neutral/Upright/Silhouettes,RF,"{'RF__n_estimators': 1399, 'RF__min_samples_split': 4, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.7000000000000001, 'RF__max_leaf_nodes': 160, 'RF__max_depth': 65, 'RF__class_weight': 'balanced_subsample'}","[[30  0]
 [ 6  0]]",73.8,50.0,50.0,91.3,83.4,83.3,100.0,0.0,0.0,0.652,0.0,0.0,47.5,0.0,0.0,0.808,0.0,0.562,0.0,0.0,0.636,0.0,0.0,0.738,0.5,0.5,5.391,0.371
222,sub-009,Green/Upright/Faces,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.1373823795883264}","[[21  9]
 [ 0  6]]",100.0,83.3,85.0,100.0,74.5,75.0,100.0,42.1,40.0,1.0,0.522,0.529,100.0,96.7,100.0,1.0,0.455,1.0,0.678,0.684,1.0,0.577,0.571,1.0,0.833,0.85,0.422,0.029
223,sub-009,Green/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[30  0]
 [ 5  1]]",87.9,67.1,58.3,94.1,86.2,86.1,85.1,56.7,100.0,0.783,0.402,0.378,78.7,38.3,16.7,0.837,0.5,0.804,0.414,0.224,0.816,0.44,0.286,0.879,0.671,0.583,8.486,0.03
224,sub-009,Green/Upright/Faces,RF,"{'RF__n_estimators': 1278, 'RF__min_samples_split': 10, 'RF__min_samples_leaf': 4, 'RF__max_samples': 0.8, 'RF__max_leaf_nodes': 20, 'RF__max_depth': 73, 'RF__class_weight': 'balanced'}","[[30  0]
 [ 5  1]]",100.0,56.7,58.3,100.0,85.5,86.1,100.0,30.0,100.0,1.0,0.189,0.378,100.0,13.3,16.7,1.0,0.5,1.0,0.16,0.224,1.0,0.183,0.286,1.0,0.567,0.583,7.414,0.56
225,sub-009,Green/Upright/Silhouettes,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.014873521072935119}","[[19 11]
 [ 0  6]]",100.0,73.7,81.7,100.0,68.8,69.4,100.0,33.0,35.3,1.0,0.368,0.473,100.0,81.7,100.0,1.0,0.405,1.0,0.553,0.639,1.0,0.464,0.522,1.0,0.737,0.817,0.448,0.034
226,sub-009,Green/Upright/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[28  2]
 [ 5  1]]",84.1,58.3,55.0,93.0,82.8,80.6,84.6,42.5,33.3,0.734,0.229,0.135,70.8,21.7,16.7,0.814,0.278,0.746,0.249,0.197,0.771,0.279,0.222,0.841,0.583,0.55,8.836,0.033
227,sub-009,Green/Upright/Silhouettes,RF,"{'RF__n_estimators': 1761, 'RF__min_samples_split': 10, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.7000000000000001, 'RF__max_leaf_nodes': 127, 'RF__max_depth': 36, 'RF__class_weight': 'balanced_subsample'}","[[30  0]
 [ 6  0]]",52.8,50.0,50.0,84.3,83.4,83.3,90.0,0.0,0.0,0.2,0.0,0.0,5.5,0.0,0.0,0.215,0.0,0.077,0.0,0.0,0.103,0.0,0.0,0.528,0.5,0.5,8.118,0.686
228,sub-009,Neutral/Inverted/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0028072162039411755}","[[15 15]
 [ 1  5]]",99.9,82.9,66.7,99.8,71.2,55.6,98.7,40.5,25.0,0.992,0.514,0.25,100.0,100.0,83.3,0.989,0.291,0.996,0.664,0.485,0.993,0.559,0.385,0.999,0.829,0.667,0.276,0.035
229,sub-009,Neutral/Inverted/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[27  3]
 [ 3  3]]",92.6,77.5,70.0,95.8,91.1,83.3,87.0,83.3,50.0,0.849,0.633,0.4,88.0,56.7,50.0,0.872,0.5,0.876,0.597,0.5,0.874,0.63,0.5,0.926,0.775,0.7,8.558,0.032
230,sub-009,Neutral/Inverted/Faces,RF,"{'RF__n_estimators': 2395, 'RF__min_samples_split': 3, 'RF__min_samples_leaf': 5, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 73, 'RF__max_depth': 69, 'RF__class_weight': 'balanced'}","[[30  0]
 [ 5  1]]",100.0,50.0,58.3,100.0,83.4,86.1,100.0,0.0,100.0,1.0,0.0,0.378,100.0,0.0,16.7,1.0,0.5,1.0,0.0,0.224,1.0,0.0,0.286,1.0,0.5,0.583,5.234,0.494
231,sub-009,Neutral/Inverted/Silhouettes,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.00017433288221999874}","[[18 12]
 [ 2  4]]",100.0,67.9,63.3,100.0,57.9,61.1,100.0,26.5,25.0,1.0,0.269,0.2,100.0,83.3,66.7,1.0,0.286,1.0,0.5,0.441,1.0,0.401,0.364,1.0,0.679,0.633,0.475,0.032
232,sub-009,Neutral/Inverted/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[29  1]
 [ 4  2]]",85.1,53.8,65.0,92.4,80.7,86.1,78.8,23.3,66.7,0.718,0.099,0.405,74.1,13.3,33.3,0.777,0.556,0.754,0.144,0.394,0.763,0.157,0.444,0.851,0.538,0.65,8.355,0.038
233,sub-009,Neutral/Inverted/Silhouettes,RF,"{'RF__n_estimators': 1489, 'RF__min_samples_split': 4, 'RF__min_samples_leaf': 3, 'RF__max_samples': 0.4, 'RF__max_leaf_nodes': 16, 'RF__max_depth': 71, 'RF__class_weight': 'balanced_subsample'}","[[30  0]
 [ 6  0]]",62.0,50.0,50.0,87.3,83.4,83.3,100.0,0.0,0.0,0.452,0.0,0.0,24.0,0.0,0.0,0.6,0.0,0.311,0.0,0.0,0.382,0.0,0.0,0.62,0.5,0.5,8.594,0.598
234,sub-009,Green/Inverted/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.014873521072935119}","[[21  9]
 [ 0  6]]",99.9,77.1,85.0,99.8,65.3,75.0,98.8,32.6,40.0,0.992,0.412,0.529,100.0,95.0,100.0,0.99,0.455,0.996,0.589,0.684,0.993,0.48,0.571,0.999,0.771,0.85,0.228,0.034
235,sub-009,Green/Inverted/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[29  1]
 [ 3  3]]",91.5,70.8,73.3,96.3,89.6,88.9,93.0,60.0,75.0,0.864,0.474,0.553,84.3,43.3,50.0,0.911,0.682,0.867,0.469,0.557,0.884,0.497,0.6,0.915,0.708,0.733,8.503,0.033
236,sub-009,Green/Inverted/Faces,RF,"{'RF__n_estimators': 2697, 'RF__min_samples_split': 7, 'RF__min_samples_leaf': 2, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 170, 'RF__max_depth': 52, 'RF__class_weight': None}","[[30  0]
 [ 5  1]]",100.0,50.0,58.3,100.0,83.4,86.1,100.0,0.0,100.0,1.0,0.0,0.378,100.0,0.0,16.7,1.0,0.5,1.0,0.0,0.224,1.0,0.0,0.286,1.0,0.5,0.583,10.352,0.992
237,sub-009,Green/Inverted/Silhouettes,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.2395026619987486}","[[15 15]
 [ 1  5]]",99.7,72.9,66.7,99.5,69.4,55.6,97.3,34.9,25.0,0.984,0.365,0.25,100.0,78.3,83.3,0.978,0.291,0.992,0.553,0.485,0.986,0.473,0.385,0.997,0.729,0.667,0.26,0.033
238,sub-009,Green/Inverted/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[29  1]
 [ 5  1]]",80.0,54.6,56.7,92.3,83.4,83.3,88.8,30.0,50.0,0.699,0.137,0.217,61.6,11.7,16.7,0.815,0.357,0.679,0.143,0.21,0.726,0.167,0.25,0.8,0.546,0.567,8.427,0.031
239,sub-009,Green/Inverted/Silhouettes,RF,"{'RF__n_estimators': 2758, 'RF__min_samples_split': 3, 'RF__min_samples_leaf': 5, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 51, 'RF__max_depth': 18, 'RF__class_weight': 'balanced_subsample'}","[[30  0]
 [ 6  0]]",50.5,50.0,50.0,83.5,83.4,83.3,20.0,0.0,0.0,0.04,0.0,0.0,0.9,0.0,0.0,0.039,0.0,0.013,0.0,0.0,0.018,0.0,0.0,0.505,0.5,0.5,0.242,0.049
240,sub-009,Target-Nontarget,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.008531678524172814}","[[205  35]
 [ 15  33]]",100.0,80.7,77.1,100.0,81.8,82.6,100.0,47.4,48.5,1.0,0.511,0.475,100.0,79.1,68.8,1.0,0.516,1.0,0.654,0.609,1.0,0.591,0.569,1.0,0.807,0.771,24.716,0.041
241,sub-009,Target-Nontarget,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[203  37]
 [ 21  27]]",100.0,74.8,70.4,100.0,83.5,79.9,99.9,50.3,42.2,1.0,0.458,0.366,100.0,61.8,56.2,1.0,0.444,1.0,0.574,0.51,1.0,0.551,0.482,1.0,0.748,0.704,21.279,0.048
242,sub-009,Target-Nontarget,RF,"{'RF__n_estimators': 1338, 'RF__min_samples_split': 5, 'RF__min_samples_leaf': 2, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 78, 'RF__max_depth': 7, 'RF__class_weight': 'balanced'}","[[240   0]
 [ 43   5]]",75.0,53.5,55.2,91.6,84.0,85.1,98.9,62.3,100.0,0.67,0.179,0.297,50.1,7.8,10.4,0.826,0.368,0.59,0.105,0.144,0.664,0.135,0.189,0.75,0.535,0.552,0.65,0.052
243,sub-010,Neutral/Upright/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.004893900918477494}","[[22  8]
 [ 0  6]]",100.0,76.7,86.7,100.0,66.8,77.8,100.0,33.4,42.9,1.0,0.405,0.561,100.0,91.7,100.0,1.0,0.484,1.0,0.59,0.709,1.0,0.486,0.6,1.0,0.767,0.867,0.434,0.034
244,sub-010,Neutral/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[30  0]
 [ 3  3]]",91.7,72.1,75.0,96.5,88.9,91.7,93.7,85.0,100.0,0.87,0.568,0.674,84.7,46.7,50.0,0.917,0.833,0.872,0.527,0.591,0.889,0.58,0.667,0.917,0.721,0.75,8.311,0.036
245,sub-010,Neutral/Upright/Faces,RF,"{'RF__n_estimators': 10, 'RF__min_samples_split': 10, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.5, 'RF__max_leaf_nodes': 93, 'RF__max_depth': 26, 'RF__class_weight': None}","[[30  0]
 [ 5  1]]",82.6,50.0,58.3,94.2,83.4,86.1,100.0,0.0,100.0,0.781,0.0,0.378,65.3,0.0,16.7,0.903,0.5,0.73,0.0,0.224,0.789,0.0,0.286,0.826,0.5,0.583,4.492,0.421
246,sub-010,Neutral/Upright/Silhouettes,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.0001}","[[23  7]
 [ 0  6]]",100.0,79.6,88.3,100.0,70.2,80.6,100.0,37.9,46.2,1.0,0.457,0.595,100.0,93.3,100.0,1.0,0.517,1.0,0.622,0.736,1.0,0.523,0.632,1.0,0.796,0.883,0.472,0.03
247,sub-010,Neutral/Upright/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[29  1]
 [ 0  6]]",89.0,63.3,98.3,94.7,86.9,97.2,86.7,50.0,85.7,0.804,0.339,0.91,80.6,28.3,100.0,0.853,0.882,0.823,0.322,0.951,0.834,0.353,0.923,0.89,0.633,0.983,8.151,0.03
248,sub-010,Neutral/Upright/Silhouettes,RF,"{'RF__n_estimators': 916, 'RF__min_samples_split': 1, 'RF__min_samples_leaf': 4, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 82, 'RF__max_depth': 67, 'RF__class_weight': 'balanced'}","[[30  0]
 [ 6  0]]",77.7,50.0,50.0,92.6,83.4,83.3,100.0,0.0,0.0,0.713,0.0,0.0,55.5,0.0,0.0,0.86,0.0,0.642,0.0,0.0,0.713,0.0,0.0,0.777,0.5,0.5,11.04,0.961
249,sub-010,Green/Upright/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0016102620275609393}","[[16 14]
 [ 0  6]]",100.0,82.9,76.7,100.0,71.4,61.1,100.0,38.5,30.0,1.0,0.502,0.4,100.0,100.0,100.0,1.0,0.349,1.0,0.658,0.582,1.0,0.548,0.462,1.0,0.829,0.767,0.447,0.032
250,sub-010,Green/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[30  0]
 [ 2  4]]",89.5,76.2,83.3,94.4,90.3,94.4,84.3,81.7,100.0,0.798,0.608,0.791,82.0,55.0,66.7,0.838,0.909,0.826,0.587,0.743,0.831,0.623,0.8,0.895,0.762,0.833,8.549,0.035
251,sub-010,Green/Upright/Faces,RF,"{'RF__n_estimators': 40, 'RF__min_samples_split': 6, 'RF__min_samples_leaf': 2, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 84, 'RF__max_depth': 41, 'RF__class_weight': 'balanced_subsample'}","[[30  0]
 [ 6  0]]",83.1,50.0,50.0,94.4,83.4,83.3,100.0,0.0,0.0,0.787,0.0,0.0,66.2,0.0,0.0,0.907,0.0,0.738,0.0,0.0,0.796,0.0,0.0,0.831,0.5,0.5,8.834,0.827
252,sub-010,Green/Upright/Silhouettes,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 329.0344562312671}","[[24  6]
 [ 2  4]]",100.0,78.3,73.3,100.0,69.4,77.8,100.0,38.2,40.0,1.0,0.451,0.388,100.0,91.7,66.7,1.0,0.435,1.0,0.619,0.553,1.0,0.524,0.5,1.0,0.783,0.733,0.457,0.033
253,sub-010,Green/Upright/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[30  0]
 [ 4  2]]",89.7,66.2,66.7,95.2,86.2,88.9,89.1,49.2,100.0,0.824,0.358,0.542,81.5,36.7,33.3,0.874,0.714,0.837,0.37,0.419,0.851,0.382,0.5,0.897,0.662,0.667,8.13,0.031
254,sub-010,Green/Upright/Silhouettes,RF,"{'RF__n_estimators': 2637, 'RF__min_samples_split': 8, 'RF__min_samples_leaf': 4, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 172, 'RF__max_depth': 47, 'RF__class_weight': 'balanced'}","[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,83.4,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,10.988,1.025
255,sub-010,Neutral/Inverted/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0001}","[[22  8]
 [ 0  6]]",98.8,74.6,86.7,97.9,66.6,77.8,89.2,35.5,42.9,0.932,0.394,0.561,100.0,86.7,100.0,0.911,0.484,0.963,0.579,0.709,0.942,0.489,0.6,0.988,0.746,0.867,0.252,0.03
256,sub-010,Neutral/Inverted/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[28  2]
 [ 2  4]]",85.5,71.7,80.0,93.8,88.3,88.9,87.5,64.2,66.7,0.764,0.488,0.6,73.2,46.7,66.7,0.841,0.667,0.769,0.494,0.667,0.795,0.519,0.667,0.855,0.717,0.8,8.451,0.032
257,sub-010,Neutral/Inverted/Faces,RF,"{'RF__n_estimators': 2788, 'RF__min_samples_split': 1, 'RF__min_samples_leaf': 2, 'RF__max_samples': 0.6, 'RF__max_leaf_nodes': 12, 'RF__max_depth': 60, 'RF__class_weight': 'balanced'}","[[30  0]
 [ 6  0]]",98.8,50.0,50.0,99.6,83.4,83.3,100.0,0.0,0.0,0.986,0.0,0.0,97.6,0.0,0.0,0.995,0.0,0.983,0.0,0.0,0.988,0.0,0.0,0.988,0.5,0.5,11.674,1.07
258,sub-010,Neutral/Inverted/Silhouettes,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.00017433288221999874}","[[20 10]
 [ 0  6]]",100.0,82.5,83.3,100.0,74.4,72.2,100.0,40.6,37.5,1.0,0.506,0.5,100.0,95.0,100.0,1.0,0.429,1.0,0.666,0.661,1.0,0.564,0.545,1.0,0.825,0.833,0.458,0.031
259,sub-010,Neutral/Inverted/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[29  1]
 [ 3  3]]",88.7,64.6,73.3,95.1,83.3,88.9,90.2,38.3,75.0,0.816,0.291,0.553,79.2,36.7,50.0,0.876,0.682,0.821,0.345,0.557,0.842,0.347,0.6,0.887,0.646,0.733,7.969,0.031
260,sub-010,Neutral/Inverted/Silhouettes,RF,"{'RF__n_estimators': 1610, 'RF__min_samples_split': 3, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.6, 'RF__max_leaf_nodes': 93, 'RF__max_depth': 48, 'RF__class_weight': 'balanced_subsample'}","[[30  0]
 [ 6  0]]",99.3,55.0,50.0,99.8,84.9,83.3,100.0,20.0,0.0,0.992,0.136,0.0,98.6,10.0,0.0,0.997,0.0,0.99,0.118,0.0,0.993,0.133,0.0,0.993,0.55,0.5,9.017,0.643
261,sub-010,Green/Inverted/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0016102620275609393}","[[22  8]
 [ 0  6]]",100.0,82.1,86.7,100.0,70.2,77.8,100.0,37.5,42.9,1.0,0.49,0.561,100.0,100.0,100.0,1.0,0.484,1.0,0.653,0.709,1.0,0.54,0.6,1.0,0.821,0.867,0.473,0.032
262,sub-010,Green/Inverted/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[30  0]
 [ 2  4]]",89.4,71.7,83.3,95.5,87.6,94.4,92.0,60.8,100.0,0.833,0.475,0.791,80.1,48.3,66.7,0.893,0.909,0.834,0.492,0.743,0.856,0.506,0.8,0.894,0.717,0.833,8.347,0.028
263,sub-010,Green/Inverted/Faces,RF,"{'RF__n_estimators': 2969, 'RF__min_samples_split': 5, 'RF__min_samples_leaf': 1, 'RF__max_samples': 0.8, 'RF__max_leaf_nodes': 131, 'RF__max_depth': 74, 'RF__class_weight': None}","[[30  0]
 [ 6  0]]",50.0,50.0,50.0,83.3,83.4,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,11.481,0.753
264,sub-010,Green/Inverted/Silhouettes,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.00017433288221999874}","[[18 12]
 [ 0  6]]",98.6,65.4,80.0,97.7,60.2,66.7,87.9,27.0,33.3,0.925,0.24,0.447,100.0,73.3,100.0,0.901,0.385,0.959,0.47,0.619,0.936,0.388,0.5,0.986,0.654,0.8,0.268,0.032
265,sub-010,Green/Inverted/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[25  5]
 [ 3  3]]",85.7,65.4,66.7,93.2,86.9,77.8,83.0,65.0,37.5,0.747,0.406,0.299,74.5,33.3,50.0,0.811,0.395,0.769,0.385,0.453,0.785,0.43,0.429,0.857,0.654,0.667,8.15,0.036
266,sub-010,Green/Inverted/Silhouettes,RF,"{'RF__n_estimators': 130, 'RF__min_samples_split': 8, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.6, 'RF__max_leaf_nodes': 64, 'RF__max_depth': 28, 'RF__class_weight': 'balanced_subsample'}","[[30  0]
 [ 6  0]]",93.7,50.0,50.0,97.9,83.4,83.3,100.0,0.0,0.0,0.924,0.0,0.0,87.5,0.0,0.0,0.972,0.0,0.909,0.0,0.0,0.932,0.0,0.0,0.937,0.5,0.5,0.785,0.083
267,sub-010,Target-Nontarget,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.0005298316906283707}","[[194  46]
 [  3  45]]",100.0,83.0,87.3,100.0,84.2,83.0,100.0,52.2,49.5,1.0,0.562,0.598,100.0,81.2,93.8,1.0,0.546,1.0,0.691,0.735,1.0,0.633,0.647,1.0,0.83,0.873,26.393,0.039
268,sub-010,Target-Nontarget,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[211  29]
 [ 11  37]]",100.0,81.6,82.5,100.0,87.8,86.1,100.0,62.0,56.1,1.0,0.596,0.576,100.0,72.3,77.1,1.0,0.593,1.0,0.686,0.691,1.0,0.665,0.649,1.0,0.816,0.825,20.68,0.051
269,sub-010,Target-Nontarget,RF,"{'RF__n_estimators': 1489, 'RF__min_samples_split': 8, 'RF__min_samples_leaf': 1, 'RF__max_samples': 0.8, 'RF__max_leaf_nodes': 20, 'RF__max_depth': 14, 'RF__class_weight': 'balanced'}","[[240   0]
 [ 29  19]]",92.3,56.7,69.8,97.4,85.6,89.9,100.0,100.0,100.0,0.906,0.325,0.594,84.7,13.4,39.6,0.965,0.766,0.889,0.18,0.486,0.917,0.229,0.567,0.923,0.567,0.698,22.105,0.786
270,sub-011,Neutral/Upright/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.2395026619987486}","[[20  9]
 [ 0  6]]",100.0,81.8,84.5,100.0,72.9,74.3,100.0,38.2,40.0,1.0,0.485,0.525,100.0,95.0,100.0,1.0,0.455,1.0,0.639,0.684,1.0,0.536,0.571,1.0,0.818,0.845,0.502,0.029
271,sub-011,Neutral/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[28  1]
 [ 2  4]]",94.3,76.2,81.6,96.9,89.7,91.4,90.5,61.7,80.0,0.886,0.539,0.681,90.4,56.7,66.7,0.904,0.769,0.904,0.559,0.703,0.904,0.563,0.727,0.943,0.762,0.816,8.849,0.035
272,sub-011,Neutral/Upright/Faces,RF,"{'RF__n_estimators': 1429, 'RF__min_samples_split': 2, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.8, 'RF__max_leaf_nodes': 187, 'RF__max_depth': 21, 'RF__class_weight': 'balanced_subsample'}","[[29  0]
 [ 4  2]]",76.2,52.5,66.7,92.3,84.6,88.6,100.0,10.0,100.0,0.69,0.068,0.541,52.4,5.0,33.3,0.84,0.714,0.611,0.059,0.419,0.683,0.067,0.5,0.762,0.525,0.667,4.488,0.315
273,sub-011,Neutral/Upright/Silhouettes,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.04520353656360245}","[[14 16]
 [ 0  6]]",97.5,77.0,73.3,95.9,69.3,55.6,80.8,36.0,27.3,0.876,0.419,0.357,100.0,88.3,100.0,0.84,0.319,0.931,0.585,0.549,0.893,0.49,0.429,0.975,0.77,0.733,0.247,0.03
274,sub-011,Neutral/Upright/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[25  5]
 [ 5  1]]",87.8,65.4,50.0,94.8,84.3,72.2,91.1,42.5,16.7,0.809,0.314,0.0,77.3,36.7,16.7,0.878,0.167,0.81,0.355,0.167,0.835,0.356,0.167,0.878,0.654,0.5,8.384,0.032
275,sub-011,Neutral/Upright/Silhouettes,RF,"{'RF__n_estimators': 553, 'RF__min_samples_split': 2, 'RF__min_samples_leaf': 4, 'RF__max_samples': 0.8, 'RF__max_leaf_nodes': 198, 'RF__max_depth': 31, 'RF__class_weight': 'balanced'}","[[30  0]
 [ 6  0]]",52.5,50.0,50.0,83.7,82.9,83.3,70.0,0.0,0.0,0.168,0.0,0.0,5.0,0.0,0.0,0.189,0.0,0.07,0.0,0.0,0.093,0.0,0.0,0.525,0.5,0.5,0.912,0.107
276,sub-011,Green/Upright/Faces,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.0028072162039411755}","[[22  8]
 [ 0  6]]",100.0,79.8,86.7,100.0,71.8,77.8,100.0,39.8,42.9,1.0,0.473,0.561,100.0,91.7,100.0,1.0,0.484,1.0,0.629,0.709,1.0,0.536,0.6,1.0,0.798,0.867,0.456,0.033
277,sub-011,Green/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[28  2]
 [ 3  3]]",92.8,73.7,71.7,96.6,88.0,86.1,92.3,60.0,60.0,0.876,0.492,0.467,87.1,53.3,50.0,0.912,0.577,0.886,0.539,0.527,0.896,0.548,0.545,0.928,0.737,0.717,8.617,0.041
