,participant_id,Condition,Classifier,Confusion_Matrix,CV_Train_Bal_Accuracy,CV_Test_Bal_Accuracy,Test_Bal_Accuracy,CV_Train_Accuracy,CV_Test_Accuracy,Test_Accuracy,CV_Train_Precision,CV_Test_Precision,Test_Precision,CV_Train_Matthews_coef,CV_Test_Matthews_coef,Matthews_Coef,CV_Train_Recall,CV_Test_Recall,Test_recall,CV_Train_Fbeta_0.5,Fbeta_0.5,CV_Train_Fbeta_1.5,CV_Test_Fbeta_1.5,Fbeta_1.5,CV_Train_F1,CV_Test_F1,F1_score,CV_Train_ROC_AUC,CV_Test_ROC_AUC,Test_ROC_AUC,Mean Fit Time,Mean Score Time
630,sub-025,Green/Upright/Silhouettes,SVM,"[[18 12]
 [ 1  5]]",100.0,79.2,71.7,100.0,66.7,63.9,100.0,37.5,29.4,1.0,0.468,0.323,100.0,100.0,83.3,1.0,0.338,1.0,0.661,0.533,1.0,0.545,0.435,1.0,0.792,0.717,0.737,0.043
631,sub-025,Green/Upright/Silhouettes,LDA,"[[27  3]
 [ 3  3]]",87.2,66.7,70.0,94.6,86.7,83.3,88.9,100.0,50.0,0.792,0.535,0.4,76.2,33.3,50.0,0.86,0.5,0.797,0.419,0.5,0.821,0.5,0.5,0.872,0.667,0.7,0.812,0.039
632,sub-025,Green/Upright/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.543,0.061
633,sub-025,Neutral/Inverted/Faces,SVM,"[[25  5]
 [ 0  6]]",100.0,91.7,91.7,100.0,86.7,86.1,100.0,60.0,54.5,1.0,0.707,0.674,100.0,100.0,100.0,1.0,0.6,1.0,0.83,0.796,1.0,0.75,0.706,1.0,0.917,0.917,0.589,0.039
634,sub-025,Neutral/Inverted/Faces,LDA,"[[29  1]
 [ 2  4]]",92.4,83.3,81.7,96.9,93.3,91.7,94.7,100.0,80.0,0.883,0.784,0.683,85.7,66.7,66.7,0.928,0.769,0.883,0.743,0.703,0.9,0.8,0.727,0.924,0.833,0.817,0.927,0.065
635,sub-025,Neutral/Inverted/Faces,RF,"[[30  0]
 [ 4  2]]",100.0,50.0,66.7,100.0,80.0,88.9,100.0,0.0,100.0,1.0,0.0,0.542,100.0,0.0,33.3,1.0,0.714,1.0,0.0,0.419,1.0,0.0,0.5,1.0,0.5,0.667,0.498,0.066
636,sub-025,Neutral/Inverted/Silhouettes,SVM,"[[20 10]
 [ 1  5]]",100.0,75.0,75.0,100.0,80.0,69.4,100.0,50.0,33.3,1.0,0.452,0.378,100.0,66.7,83.3,1.0,0.379,1.0,0.605,0.57,1.0,0.571,0.476,1.0,0.75,0.75,0.688,0.039
637,sub-025,Neutral/Inverted/Silhouettes,LDA,"[[30  0]
 [ 3  3]]",93.8,62.5,75.0,96.1,80.0,91.7,86.4,50.0,100.0,0.861,0.294,0.674,90.5,33.3,50.0,0.872,0.833,0.892,0.371,0.591,0.884,0.4,0.667,0.938,0.625,0.75,1.456,0.041
638,sub-025,Neutral/Inverted/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.618,0.067
639,sub-025,Green/Inverted/Faces,SVM,"[[22  8]
 [ 0  6]]",100.0,79.2,86.7,100.0,66.7,77.8,100.0,37.5,42.9,1.0,0.468,0.561,100.0,100.0,100.0,1.0,0.484,1.0,0.661,0.709,1.0,0.545,0.6,1.0,0.792,0.867,0.604,0.039
640,sub-025,Green/Inverted/Faces,LDA,"[[28  2]
 [ 2  4]]",95.2,62.5,80.0,98.4,80.0,88.9,100.0,50.0,66.7,0.943,0.294,0.6,90.5,33.3,66.7,0.979,0.667,0.932,0.371,0.667,0.95,0.4,0.667,0.952,0.625,0.8,0.869,0.039
641,sub-025,Green/Inverted/Faces,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.57,0.062
642,sub-025,Green/Inverted/Silhouettes,SVM,"[[21  9]
 [ 1  5]]",100.0,62.5,76.7,100.0,60.0,72.2,100.0,28.6,35.7,1.0,0.2,0.408,100.0,66.7,83.3,1.0,0.403,1.0,0.473,0.591,1.0,0.4,0.5,1.0,0.625,0.767,0.59,0.025
643,sub-025,Green/Inverted/Silhouettes,LDA,"[[28  2]
 [ 6  0]]",91.5,62.5,46.7,95.3,80.0,77.8,85.7,50.0,0.0,0.829,0.294,-0.108,85.7,33.3,0.0,0.857,0.0,0.857,0.371,0.0,0.857,0.4,0.0,0.915,0.625,0.467,0.923,0.056
644,sub-025,Green/Inverted/Silhouettes,RF,"[[29  1]
 [ 6  0]]",100.0,50.0,48.3,100.0,80.0,80.6,100.0,0.0,0.0,1.0,0.0,-0.076,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.483,0.557,0.071
645,sub-025,Target-Nontarget,SVM,"[[219  21]
 [ 10  38]]",100.0,72.8,85.2,100.0,84.5,89.2,100.0,55.0,64.4,1.0,0.456,0.65,100.0,55.0,79.2,1.0,0.669,1.0,0.55,0.74,1.0,0.55,0.71,1.0,0.728,0.852,45.426,0.039
646,sub-025,Target-Nontarget,LDA,"[[205  35]
 [ 18  30]]",99.7,62.3,74.0,99.9,80.2,81.6,100.0,41.2,46.2,0.997,0.263,0.427,99.4,35.0,62.5,0.999,0.487,0.996,0.367,0.564,0.997,0.378,0.531,0.997,0.623,0.74,9.517,0.054
647,sub-025,Target-Nontarget,RF,"[[239   1]
 [ 41   7]]",100.0,55.0,57.1,100.0,84.5,85.4,100.0,100.0,87.5,1.0,0.29,0.321,100.0,10.0,14.6,1.0,0.438,1.0,0.138,0.196,1.0,0.182,0.25,1.0,0.55,0.571,5.713,0.104
648,sub-026,Neutral/Upright/Faces,SVM,"[[19 11]
 [ 0  6]]",100.0,75.0,81.7,100.0,80.0,69.4,100.0,50.0,35.3,1.0,0.452,0.473,100.0,66.7,100.0,1.0,0.405,1.0,0.605,0.639,1.0,0.571,0.522,1.0,0.75,0.817,0.537,0.022
649,sub-026,Neutral/Upright/Faces,LDA,"[[29  1]
 [ 2  4]]",100.0,83.3,81.7,100.0,93.3,91.7,100.0,100.0,80.0,1.0,0.784,0.683,100.0,66.7,66.7,1.0,0.769,1.0,0.743,0.703,1.0,0.8,0.727,1.0,0.833,0.817,0.874,0.041
650,sub-026,Neutral/Upright/Faces,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.557,0.065
651,sub-026,Neutral/Upright/Silhouettes,SVM,"[[18 12]
 [ 2  4]]",100.0,45.8,63.3,100.0,53.3,61.1,100.0,16.7,25.0,1.0,-0.068,0.2,100.0,33.3,66.7,1.0,0.286,1.0,0.255,0.441,1.0,0.222,0.364,1.0,0.458,0.633,0.881,0.023
652,sub-026,Neutral/Upright/Silhouettes,LDA,"[[29  1]
 [ 5  1]]",91.1,41.7,56.7,95.3,66.7,83.3,85.0,0.0,50.0,0.822,-0.196,0.217,85.0,0.0,16.7,0.85,0.357,0.85,0.0,0.21,0.85,0.0,0.25,0.911,0.417,0.567,1.025,0.042
653,sub-026,Neutral/Upright/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.596,0.067
654,sub-026,Green/Upright/Faces,SVM,"[[24  6]
 [ 1  5]]",100.0,62.5,81.7,100.0,60.0,80.6,100.0,28.6,45.5,1.0,0.2,0.512,100.0,66.7,83.3,1.0,0.5,1.0,0.473,0.663,1.0,0.4,0.588,1.0,0.625,0.817,0.854,0.026
655,sub-026,Green/Upright/Faces,LDA,"[[29  1]
 [ 4  2]]",91.9,83.3,65.0,96.1,93.3,86.1,90.0,100.0,66.7,0.855,0.784,0.405,85.7,66.7,33.3,0.891,0.556,0.87,0.743,0.394,0.878,0.8,0.444,0.919,0.833,0.65,1.487,0.023
656,sub-026,Green/Upright/Faces,RF,"[[30  0]
 [ 6  0]]",100.0,66.7,50.0,100.0,86.7,83.3,100.0,100.0,0.0,1.0,0.535,0.0,100.0,33.3,0.0,1.0,0.0,1.0,0.419,0.0,1.0,0.5,0.0,1.0,0.667,0.5,0.567,0.067
657,sub-026,Green/Upright/Silhouettes,SVM,"[[20 10]
 [ 1  5]]",100.0,87.5,75.0,100.0,78.6,69.4,100.0,40.0,33.3,1.0,0.548,0.378,100.0,100.0,83.3,1.0,0.379,1.0,0.684,0.57,1.0,0.571,0.476,1.0,0.875,0.75,0.674,0.021
658,sub-026,Green/Upright/Silhouettes,LDA,"[[28  2]
 [ 5  1]]",86.7,45.8,55.0,93.7,78.6,80.6,84.2,0.0,33.3,0.764,-0.113,0.135,76.2,0.0,16.7,0.825,0.278,0.785,0.0,0.197,0.8,0.0,0.222,0.867,0.458,0.55,1.007,0.035
659,sub-026,Green/Upright/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,85.7,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.523,0.073
660,sub-026,Neutral/Inverted/Faces,SVM,"[[14 16]
 [ 1  5]]",100.0,79.2,65.0,100.0,66.7,52.8,100.0,37.5,23.8,1.0,0.468,0.227,100.0,100.0,83.3,1.0,0.278,1.0,0.661,0.471,1.0,0.545,0.37,1.0,0.792,0.65,0.729,0.032
661,sub-026,Neutral/Inverted/Faces,LDA,"[[26  4]
 [ 4  2]]",95.2,79.2,60.0,98.4,86.7,77.8,100.0,66.7,33.3,0.943,0.583,0.2,90.5,66.7,33.3,0.979,0.333,0.932,0.667,0.333,0.95,0.667,0.333,0.952,0.792,0.6,0.904,0.096
662,sub-026,Neutral/Inverted/Faces,RF,"[[30  0]
 [ 6  0]]",100.0,45.8,50.0,100.0,73.3,83.3,100.0,0.0,0.0,1.0,-0.134,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.458,0.5,0.545,0.064
663,sub-026,Neutral/Inverted/Silhouettes,SVM,"[[18 12]
 [ 1  5]]",100.0,79.2,71.7,100.0,66.7,63.9,100.0,37.5,29.4,1.0,0.468,0.323,100.0,100.0,83.3,1.0,0.338,1.0,0.661,0.533,1.0,0.545,0.435,1.0,0.792,0.717,0.725,0.043
664,sub-026,Neutral/Inverted/Silhouettes,LDA,"[[28  2]
 [ 6  0]]",93.8,62.5,46.7,96.1,80.0,77.8,86.4,50.0,0.0,0.861,0.294,-0.108,90.5,33.3,0.0,0.872,0.0,0.892,0.371,0.0,0.884,0.4,0.0,0.938,0.625,0.467,1.012,0.021
665,sub-026,Neutral/Inverted/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.496,0.068
666,sub-026,Green/Inverted/Faces,SVM,"[[17 13]
 [ 0  6]]",100.0,29.2,78.3,100.0,46.7,63.9,100.0,0.0,31.6,1.0,-0.354,0.423,100.0,0.0,100.0,1.0,0.366,1.0,0.0,0.6,1.0,0.0,0.48,1.0,0.292,0.783,0.832,0.024
667,sub-026,Green/Inverted/Faces,LDA,"[[25  5]
 [ 1  5]]",94.8,45.8,83.3,97.7,73.3,83.3,95.0,0.0,50.0,0.913,-0.134,0.555,90.5,0.0,83.3,0.941,0.543,0.918,0.0,0.691,0.927,0.0,0.625,0.948,0.458,0.833,0.732,0.041
668,sub-026,Green/Inverted/Faces,RF,"[[30  0]
 [ 5  1]]",100.0,50.0,58.3,100.0,80.0,86.1,100.0,0.0,100.0,1.0,0.0,0.378,100.0,0.0,16.7,1.0,0.5,1.0,0.0,0.224,1.0,0.0,0.286,1.0,0.5,0.583,0.593,0.064
669,sub-026,Green/Inverted/Silhouettes,SVM,"[[16 14]
 [ 0  6]]",100.0,79.2,76.7,100.0,66.7,61.1,100.0,37.5,30.0,1.0,0.468,0.4,100.0,100.0,100.0,1.0,0.349,1.0,0.661,0.582,1.0,0.545,0.462,1.0,0.792,0.767,0.738,0.024
670,sub-026,Green/Inverted/Silhouettes,LDA,"[[28  2]
 [ 4  2]]",91.9,95.8,63.3,96.1,93.3,83.3,90.0,75.0,50.0,0.855,0.829,0.316,85.7,100.0,33.3,0.891,0.455,0.87,0.907,0.371,0.878,0.857,0.4,0.919,0.958,0.633,1.078,0.036
671,sub-026,Green/Inverted/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.557,0.067
672,sub-026,Target-Nontarget,SVM,"[[214  25]
 [ 11  37]]",100.0,81.6,83.3,100.0,87.0,87.5,100.0,58.3,59.7,1.0,0.578,0.604,100.0,73.7,77.1,1.0,0.625,1.0,0.682,0.707,1.0,0.651,0.673,1.0,0.816,0.833,65.215,0.041
673,sub-026,Target-Nontarget,LDA,"[[209  30]
 [ 19  29]]",100.0,85.9,73.9,100.0,87.0,82.9,100.0,57.1,49.2,1.0,0.621,0.442,100.0,84.2,60.4,1.0,0.511,1.0,0.735,0.564,1.0,0.681,0.542,1.0,0.859,0.739,8.03,0.056
674,sub-026,Target-Nontarget,RF,"[[239   0]
 [ 48   0]]",100.0,50.0,50.0,100.0,83.5,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,5.041,0.09
675,sub-027,Neutral/Upright/Faces,SVM,"[[21  9]
 [ 0  6]]",100.0,87.5,85.0,100.0,80.0,75.0,100.0,50.0,40.0,1.0,0.612,0.529,100.0,100.0,100.0,1.0,0.455,1.0,0.765,0.684,1.0,0.667,0.571,1.0,0.875,0.85,0.579,0.022
676,sub-027,Neutral/Upright/Faces,LDA,"[[28  2]
 [ 0  6]]",97.6,58.3,96.7,99.2,73.3,94.4,100.0,33.3,75.0,0.971,0.167,0.837,95.2,33.3,100.0,0.99,0.789,0.967,0.333,0.907,0.976,0.333,0.857,0.976,0.583,0.967,0.869,0.037
677,sub-027,Neutral/Upright/Faces,RF,"[[30  0]
 [ 2  4]]",100.0,79.2,83.3,100.0,86.7,94.4,100.0,66.7,100.0,1.0,0.583,0.791,100.0,66.7,66.7,1.0,0.909,1.0,0.667,0.743,1.0,0.667,0.8,1.0,0.792,0.833,0.509,0.064
678,sub-027,Neutral/Upright/Silhouettes,SVM,"[[21  9]
 [ 0  6]]",100.0,79.2,85.0,100.0,66.7,75.0,100.0,37.5,40.0,1.0,0.468,0.529,100.0,100.0,100.0,1.0,0.455,1.0,0.661,0.684,1.0,0.545,0.571,1.0,0.792,0.85,0.71,0.024
679,sub-027,Neutral/Upright/Silhouettes,LDA,"[[29  1]
 [ 5  1]]",94.3,62.5,56.7,96.9,80.0,83.3,90.5,50.0,50.0,0.886,0.294,0.217,90.5,33.3,16.7,0.905,0.357,0.905,0.371,0.21,0.905,0.4,0.25,0.943,0.625,0.567,0.905,0.031
680,sub-027,Neutral/Upright/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.576,0.062
681,sub-027,Green/Upright/Faces,SVM,"[[22  8]
 [ 0  6]]",100.0,83.3,86.7,100.0,73.3,77.8,100.0,42.9,42.9,1.0,0.535,0.561,100.0,100.0,100.0,1.0,0.484,1.0,0.709,0.709,1.0,0.6,0.6,1.0,0.833,0.867,0.7,0.025
682,sub-027,Green/Upright/Faces,LDA,"[[29  1]
 [ 2  4]]",97.6,95.8,81.7,99.2,93.3,91.7,100.0,75.0,80.0,0.971,0.829,0.683,95.2,100.0,66.7,0.99,0.769,0.967,0.907,0.703,0.976,0.857,0.727,0.976,0.958,0.817,0.827,0.04
683,sub-027,Green/Upright/Faces,RF,"[[30  0]
 [ 2  4]]",100.0,79.2,83.3,100.0,86.7,94.4,100.0,66.7,100.0,1.0,0.583,0.791,100.0,66.7,66.7,1.0,0.909,1.0,0.667,0.743,1.0,0.667,0.8,1.0,0.792,0.833,0.554,0.065
684,sub-027,Green/Upright/Silhouettes,SVM,"[[24  6]
 [ 0  6]]",100.0,79.2,90.0,100.0,66.7,83.3,100.0,37.5,50.0,1.0,0.468,0.632,100.0,100.0,100.0,1.0,0.556,1.0,0.661,0.765,1.0,0.545,0.667,1.0,0.792,0.9,0.767,0.022
685,sub-027,Green/Upright/Silhouettes,LDA,"[[30  0]
 [ 3  3]]",92.9,66.7,75.0,97.7,86.7,91.7,100.0,100.0,100.0,0.913,0.535,0.674,85.7,33.3,50.0,0.968,0.833,0.897,0.419,0.591,0.923,0.5,0.667,0.929,0.667,0.75,0.929,0.037
686,sub-027,Green/Upright/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.575,0.064
687,sub-027,Neutral/Inverted/Faces,SVM,"[[21  9]
 [ 0  6]]",100.0,83.3,85.0,100.0,73.3,75.0,100.0,42.9,40.0,1.0,0.535,0.529,100.0,100.0,100.0,1.0,0.455,1.0,0.709,0.684,1.0,0.6,0.571,1.0,0.833,0.85,0.669,0.025
688,sub-027,Neutral/Inverted/Faces,LDA,"[[29  1]
 [ 3  3]]",97.6,62.5,73.3,99.2,80.0,88.9,100.0,50.0,75.0,0.971,0.294,0.553,95.2,33.3,50.0,0.99,0.682,0.967,0.371,0.557,0.976,0.4,0.6,0.976,0.625,0.733,1.339,0.021
689,sub-027,Neutral/Inverted/Faces,RF,"[[30  0]
 [ 5  1]]",100.0,50.0,58.3,100.0,80.0,86.1,100.0,0.0,100.0,1.0,0.0,0.378,100.0,0.0,16.7,1.0,0.5,1.0,0.0,0.224,1.0,0.0,0.286,1.0,0.5,0.583,0.525,0.069
690,sub-027,Neutral/Inverted/Silhouettes,SVM,"[[17 13]
 [ 1  5]]",100.0,83.3,70.0,100.0,73.3,61.1,100.0,42.9,27.8,1.0,0.535,0.298,100.0,100.0,83.3,1.0,0.321,1.0,0.709,0.516,1.0,0.6,0.417,1.0,0.833,0.7,0.748,0.041
691,sub-027,Neutral/Inverted/Silhouettes,LDA,"[[26  4]
 [ 3  3]]",94.8,45.8,68.3,97.7,73.3,80.6,95.0,0.0,42.9,0.913,-0.134,0.345,90.5,0.0,50.0,0.941,0.441,0.918,0.0,0.476,0.927,0.0,0.462,0.948,0.458,0.683,1.359,0.021
692,sub-027,Neutral/Inverted/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.542,0.063
693,sub-027,Green/Inverted/Faces,SVM,"[[22  8]
 [ 0  6]]",100.0,70.8,86.7,100.0,73.3,77.8,100.0,40.0,42.9,1.0,0.354,0.561,100.0,66.7,100.0,1.0,0.484,1.0,0.553,0.709,1.0,0.5,0.6,1.0,0.708,0.867,0.603,0.041
694,sub-027,Green/Inverted/Faces,LDA,"[[27  3]
 [ 1  5]]",99.5,83.3,86.7,99.2,93.3,88.9,95.5,100.0,62.5,0.972,0.784,0.657,100.0,66.7,83.3,0.963,0.658,0.986,0.743,0.756,0.977,0.8,0.714,0.995,0.833,0.867,1.175,0.055
695,sub-027,Green/Inverted/Faces,RF,"[[29  1]
 [ 2  4]]",100.0,83.3,81.7,100.0,93.3,91.7,100.0,100.0,80.0,1.0,0.784,0.683,100.0,66.7,66.7,1.0,0.769,1.0,0.743,0.703,1.0,0.8,0.727,1.0,0.833,0.817,0.527,0.063
696,sub-027,Green/Inverted/Silhouettes,SVM,"[[27  3]
 [ 0  6]]",100.0,83.3,95.0,100.0,73.3,91.7,100.0,42.9,66.7,1.0,0.535,0.775,100.0,100.0,100.0,1.0,0.714,1.0,0.709,0.867,1.0,0.6,0.8,1.0,0.833,0.95,0.755,0.025
697,sub-027,Green/Inverted/Silhouettes,LDA,"[[30  0]
 [ 3  3]]",94.8,100.0,75.0,97.7,100.0,91.7,95.0,100.0,100.0,0.913,1.0,0.674,90.5,100.0,50.0,0.941,0.833,0.918,1.0,0.591,0.927,1.0,0.667,0.948,1.0,0.75,0.873,0.036
698,sub-027,Green/Inverted/Silhouettes,RF,"[[30  0]
 [ 4  2]]",100.0,50.0,66.7,100.0,80.0,88.9,100.0,0.0,100.0,1.0,0.0,0.542,100.0,0.0,33.3,1.0,0.714,1.0,0.0,0.419,1.0,0.0,0.5,1.0,0.5,0.667,0.537,0.067
699,sub-027,Target-Nontarget,SVM,"[[218  22]
 [  4  44]]",100.0,89.3,91.2,100.0,88.8,91.0,100.0,62.1,66.7,1.0,0.685,0.732,100.0,90.0,91.7,1.0,0.705,1.0,0.791,0.822,1.0,0.735,0.772,1.0,0.893,0.912,51.069,0.041
700,sub-027,Target-Nontarget,LDA,"[[218  22]
 [  9  39]]",100.0,85.8,86.0,100.0,89.7,89.2,100.0,66.7,63.9,1.0,0.668,0.657,100.0,80.0,81.2,1.0,0.668,1.0,0.754,0.75,1.0,0.727,0.716,1.0,0.858,0.86,8.78,0.057
701,sub-027,Target-Nontarget,RF,"[[238   2]
 [ 24  24]]",100.0,67.0,74.6,100.0,87.9,91.0,100.0,87.5,92.3,1.0,0.506,0.639,100.0,35.0,50.0,1.0,0.789,1.0,0.429,0.582,1.0,0.5,0.649,1.0,0.67,0.746,4.399,0.094
702,sub-028,Neutral/Upright/Faces,SVM,"[[21  7]
 [ 0  6]]",100.0,95.8,87.5,100.0,92.9,79.4,100.0,66.7,46.2,1.0,0.782,0.588,100.0,100.0,100.0,1.0,0.517,1.0,0.867,0.736,1.0,0.8,0.632,1.0,0.958,0.875,0.408,0.035
703,sub-028,Neutral/Upright/Faces,LDA,"[[28  0]
 [ 5  1]]",91.3,50.0,58.3,95.0,85.7,85.3,85.7,0.0,100.0,0.827,0.0,0.376,85.7,0.0,16.7,0.857,0.5,0.857,0.0,0.224,0.857,0.0,0.286,0.913,0.5,0.583,0.969,0.037
704,sub-028,Neutral/Upright/Faces,RF,"[[28  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,85.7,82.4,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.527,0.065
705,sub-028,Neutral/Upright/Silhouettes,SVM,"[[20  9]
 [ 2  4]]",100.0,75.0,67.8,100.0,57.1,68.6,100.0,25.0,30.8,1.0,0.354,0.278,100.0,100.0,66.7,1.0,0.345,1.0,0.52,0.491,1.0,0.4,0.421,1.0,0.75,0.678,0.558,0.043
706,sub-028,Neutral/Upright/Silhouettes,LDA,"[[25  4]
 [ 4  2]]",87.6,75.0,59.8,95.1,92.9,77.1,94.1,100.0,33.3,0.82,0.679,0.195,76.2,50.0,33.3,0.899,0.333,0.809,0.591,0.333,0.842,0.667,0.333,0.876,0.75,0.598,0.967,0.035
707,sub-028,Neutral/Upright/Silhouettes,RF,"[[29  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,85.7,82.9,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.556,0.061
708,sub-028,Green/Upright/Faces,SVM,"[[18 11]
 [ 0  6]]",100.0,66.7,81.0,100.0,78.6,68.6,100.0,33.3,35.3,1.0,0.284,0.468,100.0,50.0,100.0,1.0,0.405,1.0,0.433,0.639,1.0,0.4,0.522,1.0,0.667,0.81,0.511,0.024
709,sub-028,Green/Upright/Faces,LDA,"[[28  1]
 [ 2  4]]",94.8,45.8,81.6,97.6,78.6,91.4,95.0,0.0,80.0,0.913,-0.113,0.681,90.5,0.0,66.7,0.941,0.769,0.918,0.0,0.703,0.927,0.0,0.727,0.948,0.458,0.816,0.974,0.065
710,sub-028,Green/Upright/Faces,RF,"[[29  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,85.7,82.9,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.523,0.065
711,sub-028,Green/Upright/Silhouettes,SVM,"[[20  7]
 [ 0  6]]",100.0,95.5,87.0,100.0,92.3,78.8,100.0,66.7,46.2,1.0,0.778,0.585,100.0,100.0,100.0,1.0,0.517,1.0,0.867,0.736,1.0,0.8,0.632,1.0,0.955,0.87,0.561,0.027
712,sub-028,Green/Upright/Silhouettes,LDA,"[[25  2]
 [ 4  2]]",86.0,70.5,63.0,92.3,84.6,81.8,80.0,50.0,50.0,0.734,0.409,0.306,76.2,50.0,33.3,0.792,0.455,0.773,0.5,0.371,0.78,0.5,0.4,0.86,0.705,0.63,1.489,0.034
713,sub-028,Green/Upright/Silhouettes,RF,"[[27  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,84.6,81.8,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.535,0.07
714,sub-028,Neutral/Inverted/Faces,SVM,"[[19  8]
 [ 0  5]]",100.0,61.4,85.2,100.0,69.2,75.0,100.0,25.0,38.5,1.0,0.178,0.52,100.0,50.0,100.0,1.0,0.439,1.0,0.382,0.67,1.0,0.333,0.556,1.0,0.614,0.852,0.468,0.024
715,sub-028,Neutral/Inverted/Faces,LDA,"[[25  2]
 [ 4  1]]",89.5,70.5,56.3,95.7,84.6,81.2,94.1,50.0,33.3,0.843,0.409,0.157,80.0,50.0,20.0,0.909,0.294,0.839,0.5,0.228,0.865,0.5,0.25,0.895,0.705,0.563,1.175,0.038
716,sub-028,Neutral/Inverted/Faces,RF,"[[27  0]
 [ 5  0]]",100.0,50.0,50.0,100.0,84.6,84.4,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.534,0.066
717,sub-028,Neutral/Inverted/Silhouettes,SVM,"[[19 10]
 [ 0  6]]",100.0,83.3,82.8,100.0,71.4,71.4,100.0,33.3,37.5,1.0,0.471,0.496,100.0,100.0,100.0,1.0,0.429,1.0,0.619,0.661,1.0,0.5,0.545,1.0,0.833,0.828,0.424,0.032
