,participant_id,Condition,Classifier,Confusion_Matrix,CV_Train_Bal_Accuracy,CV_Test_Bal_Accuracy,Test_Bal_Accuracy,CV_Train_Accuracy,CV_Test_Accuracy,Test_Accuracy,CV_Train_Precision,CV_Test_Precision,Test_Precision,CV_Train_Matthews_coef,CV_Test_Matthews_coef,Matthews_Coef,CV_Train_Recall,CV_Test_Recall,Test_recall,CV_Train_Fbeta_0.5,Fbeta_0.5,CV_Train_Fbeta_1.5,CV_Test_Fbeta_1.5,Fbeta_1.5,CV_Train_F1,CV_Test_F1,F1_score,CV_Train_ROC_AUC,CV_Test_ROC_AUC,Test_ROC_AUC,Mean Fit Time,Mean Score Time
718,sub-028,Neutral/Inverted/Silhouettes,LDA,"[[28  1]
 [ 2  4]]",97.0,95.8,81.6,98.4,92.9,91.4,95.0,66.7,80.0,0.94,0.782,0.681,95.0,100.0,66.7,0.95,0.769,0.95,0.867,0.703,0.95,0.8,0.727,0.97,0.958,0.816,0.98,0.042
719,sub-028,Neutral/Inverted/Silhouettes,RF,"[[29  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,85.7,82.9,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.528,0.065
720,sub-028,Green/Inverted/Faces,SVM,"[[20 10]
 [ 2  4]]",100.0,83.3,66.7,100.0,71.4,66.7,100.0,33.3,28.6,1.0,0.471,0.255,100.0,100.0,66.7,1.0,0.323,1.0,0.619,0.473,1.0,0.5,0.4,1.0,0.833,0.667,0.607,0.038
721,sub-028,Green/Inverted/Faces,LDA,"[[28  2]
 [ 5  1]]",84.8,75.0,55.0,93.7,92.9,80.6,88.2,100.0,33.3,0.758,0.679,0.135,71.4,50.0,16.7,0.843,0.278,0.759,0.591,0.197,0.789,0.667,0.222,0.848,0.75,0.55,1.554,0.053
722,sub-028,Green/Inverted/Faces,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,85.7,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.518,0.068
723,sub-028,Green/Inverted/Silhouettes,SVM,"[[20  9]
 [ 0  6]]",100.0,66.7,84.5,100.0,78.6,74.3,100.0,33.3,40.0,1.0,0.284,0.525,100.0,50.0,100.0,1.0,0.455,1.0,0.433,0.684,1.0,0.4,0.571,1.0,0.667,0.845,0.507,0.042
724,sub-028,Green/Inverted/Silhouettes,LDA,"[[28  1]
 [ 2  4]]",87.1,75.0,81.6,94.4,92.9,91.4,88.9,100.0,80.0,0.791,0.679,0.681,76.2,50.0,66.7,0.86,0.769,0.797,0.591,0.703,0.821,0.667,0.727,0.871,0.75,0.816,1.739,0.035
725,sub-028,Green/Inverted/Silhouettes,RF,"[[29  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,85.7,82.9,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.503,0.067
726,sub-028,Target-Nontarget,SVM,"[[191  35]
 [  9  37]]",100.0,81.2,82.5,100.0,87.2,83.8,100.0,59.1,51.4,1.0,0.577,0.552,100.0,72.2,80.4,1.0,0.554,1.0,0.676,0.685,1.0,0.65,0.627,1.0,0.812,0.825,22.248,0.052
727,sub-028,Target-Nontarget,LDA,"[[200  26]
 [  9  37]]",99.7,75.6,84.5,99.9,85.3,87.1,100.0,55.0,58.7,0.996,0.491,0.612,99.4,61.1,80.4,0.999,0.621,0.996,0.591,0.722,0.997,0.579,0.679,0.997,0.756,0.845,7.925,0.054
728,sub-028,Target-Nontarget,RF,"[[225   1]
 [ 45   1]]",100.0,50.0,50.9,100.0,83.5,83.1,100.0,0.0,50.0,1.0,0.0,0.076,100.0,0.0,2.2,1.0,0.093,1.0,0.0,0.031,1.0,0.0,0.042,1.0,0.5,0.509,4.478,0.246
729,sub-029,Neutral/Upright/Faces,SVM,"[[19 11]
 [ 0  6]]",100.0,62.5,81.7,100.0,60.0,69.4,100.0,28.6,35.3,1.0,0.2,0.473,100.0,66.7,100.0,1.0,0.405,1.0,0.473,0.639,1.0,0.4,0.522,1.0,0.625,0.817,0.621,0.022
730,sub-029,Neutral/Upright/Faces,LDA,"[[28  2]
 [ 2  4]]",89.6,62.5,80.0,95.3,80.0,88.9,89.5,50.0,66.7,0.824,0.294,0.6,81.0,33.3,66.7,0.876,0.667,0.834,0.371,0.667,0.85,0.4,0.667,0.896,0.625,0.8,0.767,0.04
731,sub-029,Neutral/Upright/Faces,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.507,0.067
732,sub-029,Neutral/Upright/Silhouettes,SVM,"[[20 10]
 [ 0  6]]",100.0,25.0,83.3,100.0,40.0,72.2,100.0,0.0,37.5,1.0,-0.408,0.5,100.0,0.0,100.0,1.0,0.429,1.0,0.0,0.661,1.0,0.0,0.545,1.0,0.25,0.833,0.962,0.035
733,sub-029,Neutral/Upright/Silhouettes,LDA,"[[27  3]
 [ 5  1]]",93.8,45.8,53.3,96.1,73.3,77.8,86.4,0.0,25.0,0.861,-0.134,0.079,90.5,0.0,16.7,0.872,0.227,0.892,0.0,0.186,0.884,0.0,0.2,0.938,0.458,0.533,1.201,0.047
734,sub-029,Neutral/Upright/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.516,0.071
735,sub-029,Green/Upright/Faces,SVM,"[[19 11]
 [ 0  6]]",100.0,70.8,81.7,100.0,53.3,69.4,100.0,30.0,35.3,1.0,0.354,0.473,100.0,100.0,100.0,1.0,0.405,1.0,0.582,0.639,1.0,0.462,0.522,1.0,0.708,0.817,0.83,0.04
736,sub-029,Green/Upright/Faces,LDA,"[[29  1]
 [ 3  3]]",91.0,54.2,73.3,94.6,66.7,88.9,81.8,25.0,75.0,0.805,0.075,0.553,85.7,33.3,50.0,0.826,0.682,0.845,0.302,0.557,0.837,0.286,0.6,0.91,0.542,0.733,1.176,0.044
737,sub-029,Green/Upright/Faces,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.581,0.065
738,sub-029,Green/Upright/Silhouettes,SVM,"[[15 15]
 [ 3  3]]",100.0,41.7,50.0,100.0,46.7,50.0,100.0,14.3,16.7,1.0,-0.134,0.0,100.0,33.3,50.0,1.0,0.192,1.0,0.236,0.31,1.0,0.2,0.25,1.0,0.417,0.5,0.825,0.026
739,sub-029,Green/Upright/Silhouettes,LDA,"[[30  0]
 [ 6  0]]",86.7,58.3,50.0,93.8,73.3,83.3,84.2,33.3,0.0,0.765,0.167,0.0,76.2,33.3,0.0,0.825,0.0,0.785,0.333,0.0,0.8,0.333,0.0,0.867,0.583,0.5,1.21,0.04
740,sub-029,Green/Upright/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.573,0.065
741,sub-029,Neutral/Inverted/Faces,SVM,"[[14 16]
 [ 0  6]]",100.0,45.8,73.3,100.0,53.3,55.6,100.0,16.7,27.3,1.0,-0.068,0.357,100.0,33.3,100.0,1.0,0.319,1.0,0.255,0.549,1.0,0.222,0.429,1.0,0.458,0.733,0.833,0.021
742,sub-029,Neutral/Inverted/Faces,LDA,"[[24  6]
 [ 3  3]]",90.5,50.0,65.0,96.9,80.0,75.0,100.0,0.0,33.3,0.884,0.0,0.258,81.0,0.0,50.0,0.955,0.357,0.86,0.0,0.433,0.895,0.0,0.4,0.905,0.5,0.65,1.391,0.038
743,sub-029,Neutral/Inverted/Faces,RF,"[[29  1]
 [ 6  0]]",100.0,50.0,48.3,100.0,80.0,80.6,100.0,0.0,0.0,1.0,0.0,-0.076,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.483,0.567,0.071
744,sub-029,Neutral/Inverted/Silhouettes,SVM,"[[16 14]
 [ 3  3]]",100.0,58.3,51.7,100.0,53.3,52.8,100.0,25.0,17.6,1.0,0.134,0.025,100.0,66.7,50.0,1.0,0.203,1.0,0.441,0.32,1.0,0.364,0.261,1.0,0.583,0.517,0.828,0.023
745,sub-029,Neutral/Inverted/Silhouettes,LDA,"[[29  1]
 [ 3  3]]",91.9,66.7,73.3,96.1,86.7,88.9,90.0,100.0,75.0,0.855,0.535,0.553,85.7,33.3,50.0,0.891,0.682,0.87,0.419,0.557,0.878,0.5,0.6,0.919,0.667,0.733,0.856,0.035
746,sub-029,Neutral/Inverted/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.58,0.069
747,sub-029,Green/Inverted/Faces,SVM,"[[20 10]
 [ 0  6]]",100.0,66.7,83.3,100.0,46.7,72.2,100.0,27.3,37.5,1.0,0.302,0.5,100.0,100.0,100.0,1.0,0.429,1.0,0.549,0.661,1.0,0.429,0.545,1.0,0.667,0.833,0.659,0.04
748,sub-029,Green/Inverted/Faces,LDA,"[[29  1]
 [ 2  4]]",92.9,79.2,81.7,97.7,86.7,91.7,100.0,66.7,80.0,0.913,0.583,0.683,85.7,66.7,66.7,0.968,0.769,0.897,0.667,0.703,0.923,0.667,0.727,0.929,0.792,0.817,1.62,0.034
749,sub-029,Green/Inverted/Faces,RF,"[[30  0]
 [ 5  1]]",100.0,50.0,58.3,100.0,80.0,86.1,100.0,0.0,100.0,1.0,0.0,0.378,100.0,0.0,16.7,1.0,0.5,1.0,0.0,0.224,1.0,0.0,0.286,1.0,0.5,0.583,0.566,0.065
750,sub-029,Green/Inverted/Silhouettes,SVM,"[[19 11]
 [ 1  5]]",100.0,83.3,73.3,100.0,73.3,66.7,100.0,42.9,31.2,1.0,0.535,0.35,100.0,100.0,83.3,1.0,0.357,1.0,0.709,0.551,1.0,0.6,0.455,1.0,0.833,0.733,0.606,0.026
751,sub-029,Green/Inverted/Silhouettes,LDA,"[[30  0]
 [ 5  1]]",92.4,54.2,58.3,96.9,66.7,86.1,94.7,25.0,100.0,0.883,0.075,0.378,85.7,33.3,16.7,0.928,0.5,0.883,0.302,0.224,0.9,0.286,0.286,0.924,0.542,0.583,0.859,0.038
752,sub-029,Green/Inverted/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.579,0.062
753,sub-029,Target-Nontarget,SVM,"[[214  26]
 [ 15  33]]",100.0,71.7,79.0,100.0,79.3,85.8,100.0,42.9,55.9,1.0,0.383,0.535,100.0,60.0,68.8,1.0,0.581,1.0,0.534,0.642,1.0,0.5,0.617,1.0,0.717,0.79,38.445,0.055
754,sub-029,Target-Nontarget,LDA,"[[204  36]
 [ 20  28]]",100.0,67.6,71.7,100.0,75.9,80.6,100.0,36.7,43.8,1.0,0.304,0.388,100.0,55.0,58.3,1.0,0.461,1.0,0.477,0.529,1.0,0.44,0.5,1.0,0.676,0.717,9.041,0.069
755,sub-029,Target-Nontarget,RF,"[[239   1]
 [ 47   1]]",100.0,52.0,50.8,100.0,82.8,83.3,100.0,50.0,50.0,1.0,0.115,0.075,100.0,5.0,2.1,1.0,0.089,1.0,0.069,0.03,1.0,0.091,0.04,1.0,0.52,0.508,4.881,0.103
756,sub-030,Neutral/Upright/Faces,SVM,"[[18 12]
 [ 1  5]]",100.0,75.0,71.7,100.0,60.0,63.9,100.0,33.3,29.4,1.0,0.408,0.323,100.0,100.0,83.3,1.0,0.338,1.0,0.619,0.533,1.0,0.5,0.435,1.0,0.75,0.717,0.487,0.028
757,sub-030,Neutral/Upright/Faces,LDA,"[[28  2]
 [ 5  1]]",81.5,45.8,55.0,91.5,73.3,80.6,77.8,0.0,33.3,0.671,-0.134,0.135,66.7,0.0,16.7,0.753,0.278,0.697,0.0,0.197,0.718,0.0,0.222,0.815,0.458,0.55,0.866,0.037
758,sub-030,Neutral/Upright/Faces,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.539,0.066
759,sub-030,Neutral/Upright/Silhouettes,SVM,"[[16 14]
 [ 0  6]]",100.0,54.2,76.7,100.0,46.7,61.1,100.0,22.2,30.0,1.0,0.068,0.4,100.0,66.7,100.0,1.0,0.349,1.0,0.413,0.582,1.0,0.333,0.462,1.0,0.542,0.767,0.645,0.038
760,sub-030,Neutral/Upright/Silhouettes,LDA,"[[29  1]
 [ 2  4]]",90.5,83.3,81.7,93.8,93.3,91.7,78.3,100.0,80.0,0.782,0.784,0.683,85.7,66.7,66.7,0.796,0.769,0.833,0.743,0.703,0.818,0.8,0.727,0.905,0.833,0.817,1.444,0.028
761,sub-030,Neutral/Upright/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.548,0.068
762,sub-030,Green/Upright/Faces,SVM,"[[22  8]
 [ 1  5]]",100.0,87.5,78.3,100.0,80.0,75.0,100.0,50.0,38.5,1.0,0.612,0.44,100.0,100.0,83.3,1.0,0.431,1.0,0.765,0.613,1.0,0.667,0.526,1.0,0.875,0.783,0.619,0.032
763,sub-030,Green/Upright/Faces,LDA,"[[29  1]
 [ 4  2]]",86.7,83.3,65.0,93.8,93.3,86.1,84.2,100.0,66.7,0.765,0.784,0.405,76.2,66.7,33.3,0.825,0.556,0.785,0.743,0.394,0.8,0.8,0.444,0.867,0.833,0.65,0.969,0.05
764,sub-030,Green/Upright/Faces,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.565,0.063
765,sub-030,Green/Upright/Silhouettes,SVM,"[[24  6]
 [ 1  5]]",100.0,33.3,81.7,100.0,53.3,80.6,100.0,0.0,45.5,1.0,-0.302,0.512,100.0,0.0,83.3,1.0,0.5,1.0,0.0,0.663,1.0,0.0,0.588,1.0,0.333,0.817,0.673,0.026
766,sub-030,Green/Upright/Silhouettes,LDA,"[[29  1]
 [ 4  2]]",86.7,50.0,65.0,93.8,80.0,86.1,84.2,0.0,66.7,0.765,0.0,0.405,76.2,0.0,33.3,0.825,0.556,0.785,0.0,0.394,0.8,0.0,0.444,0.867,0.5,0.65,0.945,0.035
767,sub-030,Green/Upright/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.587,0.065
768,sub-030,Neutral/Inverted/Faces,SVM,"[[24  6]
 [ 3  3]]",100.0,66.7,65.0,100.0,66.7,75.0,100.0,33.3,33.3,1.0,0.272,0.258,100.0,66.7,50.0,1.0,0.357,1.0,0.51,0.433,1.0,0.444,0.4,1.0,0.667,0.65,0.519,0.025
769,sub-030,Neutral/Inverted/Faces,LDA,"[[30  0]
 [ 3  3]]",90.0,66.7,75.0,96.1,86.7,91.7,94.4,100.0,100.0,0.853,0.535,0.674,81.0,33.3,50.0,0.914,0.833,0.847,0.419,0.591,0.872,0.5,0.667,0.9,0.667,0.75,0.891,0.072
770,sub-030,Neutral/Inverted/Faces,RF,"[[30  0]
 [ 6  0]]",100.0,66.7,50.0,100.0,86.7,83.3,100.0,100.0,0.0,1.0,0.535,0.0,100.0,33.3,0.0,1.0,0.0,1.0,0.419,0.0,1.0,0.5,0.0,1.0,0.667,0.5,0.566,0.068
771,sub-030,Neutral/Inverted/Silhouettes,SVM,"[[23  7]
 [ 1  5]]",100.0,79.2,80.0,100.0,66.7,77.8,100.0,37.5,41.7,1.0,0.468,0.474,100.0,100.0,83.3,1.0,0.463,1.0,0.661,0.637,1.0,0.545,0.556,1.0,0.792,0.8,0.535,0.025
772,sub-030,Neutral/Inverted/Silhouettes,LDA,"[[29  1]
 [ 4  2]]",93.4,66.7,65.0,95.3,86.7,86.1,82.6,100.0,66.7,0.837,0.535,0.405,90.5,33.3,33.3,0.841,0.556,0.879,0.419,0.394,0.864,0.5,0.444,0.934,0.667,0.65,1.319,0.021
773,sub-030,Neutral/Inverted/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.535,0.065
774,sub-030,Green/Inverted/Faces,SVM,"[[20 10]
 [ 0  6]]",100.0,87.5,83.3,100.0,80.0,72.2,100.0,50.0,37.5,1.0,0.612,0.5,100.0,100.0,100.0,1.0,0.429,1.0,0.765,0.661,1.0,0.667,0.545,1.0,0.875,0.833,0.454,0.024
775,sub-030,Green/Inverted/Faces,LDA,"[[30  0]
 [ 4  2]]",94.3,66.7,66.7,96.9,86.7,88.9,90.5,100.0,100.0,0.886,0.535,0.542,90.5,33.3,33.3,0.905,0.714,0.905,0.419,0.419,0.905,0.5,0.5,0.943,0.667,0.667,0.795,0.046
776,sub-030,Green/Inverted/Faces,RF,"[[30  0]
 [ 4  2]]",100.0,66.7,66.7,100.0,86.7,88.9,100.0,100.0,100.0,1.0,0.535,0.542,100.0,33.3,33.3,1.0,0.714,1.0,0.419,0.419,1.0,0.5,0.5,1.0,0.667,0.667,0.5,0.069
777,sub-030,Green/Inverted/Silhouettes,SVM,"[[19 11]
 [ 2  4]]",100.0,79.2,65.0,100.0,66.7,63.9,100.0,37.5,26.7,1.0,0.468,0.227,100.0,100.0,66.7,1.0,0.303,1.0,0.661,0.456,1.0,0.545,0.381,1.0,0.792,0.65,0.562,0.038
778,sub-030,Green/Inverted/Silhouettes,LDA,"[[30  0]
 [ 5  1]]",81.9,62.5,58.3,92.2,80.0,86.1,82.4,50.0,100.0,0.697,0.294,0.378,66.7,33.3,16.7,0.787,0.5,0.708,0.371,0.224,0.737,0.4,0.286,0.819,0.625,0.583,1.351,0.042
779,sub-030,Green/Inverted/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.514,0.065
780,sub-030,Target-Nontarget,SVM,"[[202  38]
 [  8  40]]",100.0,84.2,83.8,100.0,83.6,84.0,100.0,51.5,51.3,1.0,0.572,0.566,100.0,85.0,83.3,1.0,0.556,1.0,0.708,0.699,1.0,0.642,0.635,1.0,0.842,0.838,40.571,0.039
781,sub-030,Target-Nontarget,LDA,"[[213  27]
 [ 18  30]]",99.7,82.2,75.6,99.8,83.6,84.4,99.4,51.6,52.6,0.993,0.55,0.479,99.4,80.0,62.5,0.994,0.543,0.994,0.684,0.591,0.994,0.627,0.571,0.997,0.822,0.756,11.244,0.036
782,sub-030,Target-Nontarget,RF,"[[239   1]
 [ 36  12]]",100.0,57.0,62.3,100.0,84.5,87.2,100.0,75.0,92.3,1.0,0.289,0.441,100.0,15.0,25.0,1.0,0.6,1.0,0.199,0.322,1.0,0.25,0.393,1.0,0.57,0.623,5.871,0.091
783,sub-031,Neutral/Upright/Faces,SVM,"[[20 10]
 [ 0  6]]",100.0,62.5,83.3,100.0,60.0,72.2,100.0,28.6,37.5,1.0,0.2,0.5,100.0,66.7,100.0,1.0,0.429,1.0,0.473,0.661,1.0,0.4,0.545,1.0,0.625,0.833,0.398,0.024
784,sub-031,Neutral/Upright/Faces,LDA,"[[30  0]
 [ 3  3]]",100.0,79.2,75.0,100.0,86.7,91.7,100.0,66.7,100.0,1.0,0.583,0.674,100.0,66.7,50.0,1.0,0.833,1.0,0.667,0.591,1.0,0.667,0.667,1.0,0.792,0.75,0.9,0.034
785,sub-031,Neutral/Upright/Faces,RF,"[[30  0]
 [ 6  0]]",100.0,66.7,50.0,100.0,86.7,83.3,100.0,100.0,0.0,1.0,0.535,0.0,100.0,33.3,0.0,1.0,0.0,1.0,0.419,0.0,1.0,0.5,0.0,1.0,0.667,0.5,0.536,0.068
786,sub-031,Neutral/Upright/Silhouettes,SVM,"[[24  6]
 [ 0  6]]",100.0,75.0,90.0,100.0,60.0,83.3,100.0,33.3,50.0,1.0,0.408,0.632,100.0,100.0,100.0,1.0,0.556,1.0,0.619,0.765,1.0,0.5,0.667,1.0,0.75,0.9,0.688,0.035
787,sub-031,Neutral/Upright/Silhouettes,LDA,"[[29  1]
 [ 1  5]]",93.8,45.8,90.0,96.1,73.3,94.4,86.4,0.0,83.3,0.861,-0.134,0.8,90.5,0.0,83.3,0.872,0.833,0.892,0.0,0.833,0.884,0.0,0.833,0.938,0.458,0.9,1.471,0.036
788,sub-031,Neutral/Upright/Silhouettes,RF,"[[30  0]
 [ 3  3]]",100.0,50.0,75.0,100.0,80.0,91.7,100.0,0.0,100.0,1.0,0.0,0.674,100.0,0.0,50.0,1.0,0.833,1.0,0.0,0.591,1.0,0.0,0.667,1.0,0.5,0.75,0.505,0.07
789,sub-031,Green/Upright/Faces,SVM,"[[23  7]
 [ 0  6]]",100.0,79.2,88.3,100.0,66.7,80.6,100.0,37.5,46.2,1.0,0.468,0.595,100.0,100.0,100.0,1.0,0.517,1.0,0.661,0.736,1.0,0.545,0.632,1.0,0.792,0.883,0.514,0.038
790,sub-031,Green/Upright/Faces,LDA,"[[30  0]
 [ 2  4]]",97.6,66.7,83.3,99.2,86.7,94.4,100.0,100.0,100.0,0.971,0.535,0.791,95.2,33.3,66.7,0.99,0.909,0.967,0.419,0.743,0.976,0.5,0.8,0.976,0.667,0.833,1.224,0.042
791,sub-031,Green/Upright/Faces,RF,"[[30  0]
 [ 3  3]]",100.0,83.3,75.0,100.0,93.3,91.7,100.0,100.0,100.0,1.0,0.784,0.674,100.0,66.7,50.0,1.0,0.833,1.0,0.743,0.591,1.0,0.8,0.667,1.0,0.833,0.75,0.491,0.063
792,sub-031,Green/Upright/Silhouettes,SVM,"[[18 12]
 [ 0  6]]",100.0,91.7,80.0,100.0,86.7,66.7,100.0,60.0,33.3,1.0,0.707,0.447,100.0,100.0,100.0,1.0,0.385,1.0,0.83,0.619,1.0,0.75,0.5,1.0,0.917,0.8,0.744,0.026
793,sub-031,Green/Upright/Silhouettes,LDA,"[[29  1]
 [ 4  2]]",87.2,83.3,65.0,94.6,93.3,86.1,88.9,100.0,66.7,0.792,0.784,0.405,76.2,66.7,33.3,0.86,0.556,0.797,0.743,0.394,0.821,0.8,0.444,0.872,0.833,0.65,1.592,0.034
794,sub-031,Green/Upright/Silhouettes,RF,"[[30  0]
 [ 5  1]]",100.0,50.0,58.3,100.0,80.0,86.1,100.0,0.0,100.0,1.0,0.0,0.378,100.0,0.0,16.7,1.0,0.5,1.0,0.0,0.224,1.0,0.0,0.286,1.0,0.5,0.583,0.529,0.065
795,sub-031,Neutral/Inverted/Faces,SVM,"[[24  6]
 [ 0  6]]",100.0,58.3,90.0,100.0,53.3,83.3,100.0,25.0,50.0,1.0,0.134,0.632,100.0,66.7,100.0,1.0,0.556,1.0,0.441,0.765,1.0,0.364,0.667,1.0,0.583,0.9,0.475,0.025
796,sub-031,Neutral/Inverted/Faces,LDA,"[[29  1]
 [ 1  5]]",92.4,50.0,90.0,96.9,80.0,94.4,94.7,0.0,83.3,0.883,0.0,0.8,85.7,0.0,83.3,0.928,0.833,0.883,0.0,0.833,0.9,0.0,0.833,0.924,0.5,0.9,1.429,0.021
797,sub-031,Neutral/Inverted/Faces,RF,"[[30  0]
 [ 4  2]]",100.0,50.0,66.7,100.0,80.0,88.9,100.0,0.0,100.0,1.0,0.0,0.542,100.0,0.0,33.3,1.0,0.714,1.0,0.0,0.419,1.0,0.0,0.5,1.0,0.5,0.667,0.538,0.076
798,sub-031,Neutral/Inverted/Silhouettes,SVM,"[[20 10]
 [ 0  6]]",100.0,58.3,83.3,100.0,53.3,72.2,100.0,25.0,37.5,1.0,0.134,0.5,100.0,66.7,100.0,1.0,0.429,1.0,0.441,0.661,1.0,0.364,0.545,1.0,0.583,0.833,0.649,0.044
799,sub-031,Neutral/Inverted/Silhouettes,LDA,"[[29  1]
 [ 3  3]]",94.3,79.2,73.3,96.9,86.7,88.9,90.5,66.7,75.0,0.886,0.583,0.553,90.5,66.7,50.0,0.905,0.682,0.905,0.667,0.557,0.905,0.667,0.6,0.943,0.792,0.733,1.359,0.036
800,sub-031,Neutral/Inverted/Silhouettes,RF,"[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,80.0,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.535,0.071
801,sub-031,Green/Inverted/Faces,SVM,"[[25  5]
 [ 0  6]]",100.0,83.3,91.7,100.0,73.3,86.1,100.0,42.9,54.5,1.0,0.535,0.674,100.0,100.0,100.0,1.0,0.6,1.0,0.709,0.796,1.0,0.6,0.706,1.0,0.833,0.917,0.469,0.027
802,sub-031,Green/Inverted/Faces,LDA,"[[30  0]
 [ 2  4]]",97.6,100.0,83.3,99.2,100.0,94.4,100.0,100.0,100.0,0.971,1.0,0.791,95.2,100.0,66.7,0.99,0.909,0.967,1.0,0.743,0.976,1.0,0.8,0.976,1.0,0.833,1.232,0.038
803,sub-031,Green/Inverted/Faces,RF,"[[30  0]
 [ 5  1]]",100.0,83.3,58.3,100.0,93.3,86.1,100.0,100.0,100.0,1.0,0.784,0.378,100.0,66.7,16.7,1.0,0.5,1.0,0.743,0.224,1.0,0.8,0.286,1.0,0.833,0.583,0.556,0.077
804,sub-031,Green/Inverted/Silhouettes,SVM,"[[22  8]
 [ 0  6]]",100.0,83.3,86.7,100.0,73.3,77.8,100.0,42.9,42.9,1.0,0.535,0.561,100.0,100.0,100.0,1.0,0.484,1.0,0.709,0.709,1.0,0.6,0.6,1.0,0.833,0.867,0.561,0.025
805,sub-031,Green/Inverted/Silhouettes,LDA,"[[30  0]
 [ 2  4]]",91.9,62.5,83.3,96.1,80.0,94.4,90.0,50.0,100.0,0.855,0.294,0.791,85.7,33.3,66.7,0.891,0.909,0.87,0.371,0.743,0.878,0.4,0.8,0.919,0.625,0.833,0.888,0.037
