,participant_id,Condition,Classifier,Parameters Used,Confusion_Matrix,CV_Train_Bal_Accuracy,CV_Test_Bal_Accuracy,Test_Bal_Accuracy,CV_Train_Accuracy,CV_Test_Accuracy,Test_Accuracy,CV_Train_Precision,CV_Test_Precision,Test_Precision,CV_Train_Matthews_coef,CV_Test_Matthews_coef,Matthews_Coef,CV_Train_Recall,CV_Test_Recall,Test_recall,CV_Train_Fbeta_0.5,Fbeta_0.5,CV_Train_Fbeta_1.5,CV_Test_Fbeta_1.5,Fbeta_1.5,CV_Train_F1,CV_Test_F1,F1_score,CV_Train_ROC_AUC,CV_Test_ROC_AUC,Test_ROC_AUC,Mean Fit Time,Mean Score Time
0,sub-001,Neutral/Upright/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 329.0344562312671}","[[18 12]
 [ 0  6]]",100.0,83.8,80.0,100.0,72.8,66.7,100.0,41.2,33.3,1.0,0.526,0.447,100.0,100.0,100.0,1.0,0.385,1.0,0.676,0.619,1.0,0.571,0.5,1.0,0.838,0.8,0.496,0.031
0,sub-001,Neutral/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[29  1]
 [ 1  5]]",92.2,71.7,90.0,96.5,87.0,94.4,93.2,61.0,83.3,0.873,0.478,0.8,85.7,48.3,83.3,0.915,0.833,0.877,0.486,0.833,0.891,0.502,0.833,0.922,0.717,0.9,8.6,0.036
0,sub-001,Neutral/Upright/Faces,RF,"{'RF__n_estimators': 1474, 'RF__min_samples_split': 10, 'RF__min_samples_leaf': 4, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 53, 'RF__max_depth': 16, 'RF__class_weight': 'balanced_subsample'}","[[30  0]
 [ 5  1]]",71.0,50.0,58.3,90.4,83.4,86.1,100.0,0.0,100.0,0.61,0.0,0.378,42.0,0.0,16.7,0.774,0.5,0.508,0.0,0.224,0.585,0.0,0.286,0.71,0.5,0.583,5.769,0.515
0,sub-001,Neutral/Upright/Silhouettes,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.07880462815669913}","[[16 14]
 [ 1  5]]",100.0,69.6,68.3,100.0,66.5,58.3,100.0,34.9,26.3,1.0,0.329,0.274,100.0,75.0,83.3,1.0,0.305,1.0,0.533,0.5,1.0,0.461,0.4,1.0,0.696,0.683,0.63,0.028
0,sub-001,Neutral/Upright/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[28  2]
 [ 4  2]]",86.7,52.5,63.3,93.0,77.9,83.3,80.1,18.3,50.0,0.745,0.055,0.316,77.3,15.0,33.3,0.794,0.455,0.78,0.153,0.371,0.785,0.157,0.4,0.867,0.525,0.633,8.398,0.037
0,sub-001,Neutral/Upright/Silhouettes,RF,"{'RF__n_estimators': 1108, 'RF__min_samples_split': 4, 'RF__min_samples_leaf': 4, 'RF__max_samples': 0.4, 'RF__max_leaf_nodes': 74, 'RF__max_depth': 79, 'RF__class_weight': 'balanced'}","[[30  0]
 [ 6  0]]",59.0,50.0,50.0,86.3,83.4,83.3,100.0,0.0,0.0,0.381,0.0,0.0,17.9,0.0,0.0,0.494,0.0,0.236,0.0,0.0,0.295,0.0,0.0,0.59,0.5,0.5,4.948,0.441
0,sub-001,Green/Upright/Faces,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.0016102620275609393}","[[22  8]
 [ 1  5]]",100.0,84.2,78.3,100.0,73.6,75.0,100.0,39.9,38.5,1.0,0.521,0.44,100.0,100.0,83.3,1.0,0.431,1.0,0.675,0.613,1.0,0.565,0.526,1.0,0.842,0.783,0.424,0.032
0,sub-001,Green/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[30  0]
 [ 2  4]]",92.9,75.0,83.3,96.6,88.3,94.4,91.8,73.3,100.0,0.876,0.561,0.791,87.5,55.0,66.7,0.909,0.909,0.887,0.579,0.743,0.895,0.607,0.8,0.929,0.75,0.833,8.081,0.034
0,sub-001,Green/Upright/Faces,RF,"{'RF__n_estimators': 254, 'RF__min_samples_split': 5, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.9, 'RF__max_leaf_nodes': 119, 'RF__max_depth': 76, 'RF__class_weight': 'balanced'}","[[30  0]
 [ 3  3]]",100.0,71.7,75.0,100.0,91.0,91.7,100.0,70.0,100.0,1.0,0.525,0.674,100.0,43.3,50.0,1.0,0.833,1.0,0.483,0.591,1.0,0.523,0.667,1.0,0.717,0.75,1.115,0.122
0,sub-001,Green/Upright/Silhouettes,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.014873521072935119}","[[20 10]
 [ 2  4]]",100.0,70.4,66.7,100.0,65.5,66.7,100.0,32.2,28.6,1.0,0.321,0.255,100.0,78.3,66.7,1.0,0.323,1.0,0.524,0.473,1.0,0.442,0.4,1.0,0.704,0.667,0.559,0.032
0,sub-001,Green/Upright/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[26  4]
 [ 5  1]]",84.9,57.9,51.7,93.3,81.3,75.0,85.3,23.3,20.0,0.746,0.159,0.036,72.2,23.3,16.7,0.823,0.192,0.757,0.22,0.176,0.781,0.218,0.182,0.849,0.579,0.517,8.576,0.037
0,sub-001,Green/Upright/Silhouettes,RF,"{'RF__n_estimators': 2084, 'RF__min_samples_split': 4, 'RF__min_samples_leaf': 4, 'RF__max_samples': 0.2, 'RF__max_leaf_nodes': 86, 'RF__max_depth': 62, 'RF__class_weight': 'balanced'}","[[30  0]
 [ 6  0]]",50.0,50.0,50.0,83.3,83.4,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,9.946,0.822
0,sub-001,Neutral/Inverted/Faces,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.1373823795883264}","[[23  7]
 [ 0  6]]",100.0,80.4,88.3,100.0,71.6,80.6,100.0,37.6,46.2,1.0,0.466,0.595,100.0,93.3,100.0,1.0,0.517,1.0,0.627,0.736,1.0,0.526,0.632,1.0,0.804,0.883,0.578,0.031
0,sub-001,Neutral/Inverted/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[29  1]
 [ 2  4]]",89.2,66.2,81.7,95.0,86.2,91.7,88.6,45.0,80.0,0.815,0.35,0.683,80.6,36.7,66.7,0.868,0.769,0.828,0.379,0.703,0.843,0.39,0.727,0.892,0.662,0.817,8.482,0.034
0,sub-001,Neutral/Inverted/Faces,RF,"{'RF__n_estimators': 1962, 'RF__min_samples_split': 9, 'RF__min_samples_leaf': 4, 'RF__max_samples': 0.6, 'RF__max_leaf_nodes': 171, 'RF__max_depth': 39, 'RF__class_weight': 'balanced_subsample'}","[[30  0]
 [ 6  0]]",57.0,50.0,50.0,85.6,83.4,83.3,90.0,0.0,0.0,0.318,0.0,0.0,13.9,0.0,0.0,0.408,0.0,0.186,0.0,0.0,0.235,0.0,0.0,0.57,0.5,0.5,4.148,0.378
0,sub-001,Neutral/Inverted/Silhouettes,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.1373823795883264}","[[21  9]
 [ 1  5]]",100.0,71.7,76.7,100.0,63.9,72.2,100.0,30.1,35.7,1.0,0.331,0.408,100.0,83.3,83.3,1.0,0.403,1.0,0.526,0.591,1.0,0.433,0.5,1.0,0.717,0.767,0.58,0.029
0,sub-001,Neutral/Inverted/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[30  0]
 [ 4  2]]",88.9,63.8,66.7,94.1,84.0,88.9,83.6,53.3,100.0,0.788,0.34,0.542,81.0,33.3,33.3,0.83,0.714,0.817,0.368,0.419,0.822,0.397,0.5,0.889,0.638,0.667,8.559,0.036
0,sub-001,Neutral/Inverted/Silhouettes,RF,"{'RF__n_estimators': 315, 'RF__min_samples_split': 6, 'RF__min_samples_leaf': 3, 'RF__max_samples': 0.8, 'RF__max_leaf_nodes': 192, 'RF__max_depth': 66, 'RF__class_weight': None}","[[30  0]
 [ 6  0]]",92.1,50.0,50.0,97.4,83.4,83.3,100.0,0.0,0.0,0.903,0.0,0.0,84.2,0.0,0.0,0.962,0.0,0.884,0.0,0.0,0.912,0.0,0.0,0.921,0.5,0.5,1.381,0.143
0,sub-001,Green/Inverted/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.004893900918477494}","[[20 10]
 [ 0  6]]",100.0,80.4,83.3,100.0,70.7,72.2,100.0,38.5,37.5,1.0,0.476,0.5,100.0,95.0,100.0,1.0,0.429,1.0,0.632,0.661,1.0,0.532,0.545,1.0,0.804,0.833,0.467,0.034
0,sub-001,Green/Inverted/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[28  2]
 [ 2  4]]",95.8,77.5,80.0,98.3,90.3,88.9,97.6,63.3,66.7,0.938,0.566,0.6,92.1,58.3,66.7,0.964,0.667,0.937,0.587,0.667,0.948,0.593,0.667,0.958,0.775,0.8,8.554,0.036
0,sub-001,Green/Inverted/Faces,RF,"{'RF__n_estimators': 2267, 'RF__min_samples_split': 3, 'RF__min_samples_leaf': 1, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 45, 'RF__max_depth': 72, 'RF__class_weight': None}","[[30  0]
 [ 6  0]]",50.0,50.0,50.0,83.3,83.4,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.838,0.175
0,sub-001,Green/Inverted/Silhouettes,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0001}","[[17 13]
 [ 0  6]]",94.1,70.4,78.3,90.2,61.9,63.9,63.2,29.0,31.6,0.747,0.313,0.423,100.0,83.3,100.0,0.682,0.366,0.847,0.517,0.6,0.774,0.423,0.48,0.941,0.704,0.783,0.265,0.031
0,sub-001,Green/Inverted/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[27  3]
 [ 5  1]]",89.0,58.3,53.3,94.4,82.7,77.8,84.6,40.0,25.0,0.794,0.213,0.079,81.0,21.7,16.7,0.838,0.227,0.82,0.247,0.186,0.827,0.273,0.2,0.89,0.583,0.533,8.424,0.035
0,sub-001,Green/Inverted/Silhouettes,RF,"{'RF__n_estimators': 2572, 'RF__min_samples_split': 5, 'RF__min_samples_leaf': 3, 'RF__max_samples': 0.9, 'RF__max_leaf_nodes': 179, 'RF__max_depth': 99, 'RF__class_weight': None}","[[30  0]
 [ 6  0]]",97.4,50.0,50.0,99.2,83.4,83.3,100.0,0.0,0.0,0.969,0.0,0.0,94.9,0.0,0.0,0.989,0.0,0.964,0.0,0.0,0.973,0.0,0.0,0.974,0.5,0.5,11.078,0.987
0,sub-001,Target-Nontarget,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.02592943797404667}","[[214  26]
 [ 10  38]]",98.7,85.6,84.2,97.9,81.9,87.5,88.8,48.4,59.4,0.931,0.574,0.613,100.0,91.2,79.2,0.909,0.625,0.963,0.713,0.718,0.941,0.629,0.679,0.987,0.856,0.842,6.365,0.044
0,sub-001,Target-Nontarget,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[213  27]
 [ 20  28]]",100.0,81.7,73.5,100.0,86.9,83.7,100.0,59.3,50.9,1.0,0.583,0.446,99.9,74.0,58.3,1.0,0.522,1.0,0.681,0.558,1.0,0.651,0.544,1.0,0.817,0.735,21.715,0.052
0,sub-001,Target-Nontarget,RF,"{'RF__n_estimators': 2450, 'RF__min_samples_split': 2, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.9, 'RF__max_leaf_nodes': 26, 'RF__max_depth': 45, 'RF__class_weight': 'balanced_subsample'}","[[239   1]
 [ 33  15]]",79.6,54.4,65.4,93.2,84.8,88.2,100.0,90.0,93.8,0.74,0.25,0.502,59.2,8.8,31.2,0.879,0.67,0.677,0.121,0.393,0.743,0.157,0.469,0.796,0.544,0.654,6.124,0.214
0,sub-002,Neutral/Upright/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.00017433288221999874}","[[23  6]
 [ 1  5]]",100.0,81.4,81.3,100.0,71.2,80.0,100.0,39.2,45.5,1.0,0.487,0.509,100.0,96.7,83.3,1.0,0.5,1.0,0.651,0.663,1.0,0.547,0.588,1.0,0.814,0.813,0.369,0.026
0,sub-002,Neutral/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[29  0]
 [ 5  1]]",77.3,61.1,58.3,89.4,82.7,85.7,74.2,45.0,100.0,0.6,0.264,0.377,58.8,28.3,16.7,0.705,0.5,0.628,0.308,0.224,0.656,0.33,0.286,0.773,0.611,0.583,8.449,0.041
0,sub-002,Neutral/Upright/Faces,RF,"{'RF__n_estimators': 498, 'RF__min_samples_split': 9, 'RF__min_samples_leaf': 2, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 112, 'RF__max_depth': 34, 'RF__class_weight': None}","[[29  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,82.7,82.9,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,11.591,0.847
0,sub-002,Neutral/Upright/Silhouettes,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.00017433288221999874}","[[16 14]
 [ 2  4]]",100.0,62.0,60.0,100.0,59.1,55.6,100.0,24.9,22.2,1.0,0.181,0.149,100.0,66.7,66.7,1.0,0.256,1.0,0.435,0.413,1.0,0.36,0.333,1.0,0.62,0.6,0.487,0.032
0,sub-002,Neutral/Upright/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[30  0]
 [ 6  0]]",77.7,50.4,50.0,90.5,80.3,83.3,80.1,10.0,0.0,0.631,0.014,0.0,58.3,5.0,0.0,0.744,0.0,0.636,0.059,0.0,0.674,0.067,0.0,0.777,0.504,0.5,8.682,0.033
0,sub-002,Neutral/Upright/Silhouettes,RF,"{'RF__n_estimators': 803, 'RF__min_samples_split': 3, 'RF__min_samples_leaf': 3, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 69, 'RF__max_depth': 81, 'RF__class_weight': None}","[[30  0]
 [ 6  0]]",100.0,50.0,50.0,100.0,83.1,83.3,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,3.546,0.321
0,sub-002,Green/Upright/Faces,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.0005298316906283707}","[[23  7]
 [ 1  5]]",100.0,83.3,80.0,100.0,72.2,77.8,100.0,40.6,41.7,1.0,0.518,0.474,100.0,100.0,83.3,1.0,0.463,1.0,0.671,0.637,1.0,0.564,0.556,1.0,0.833,0.8,0.329,0.034
0,sub-002,Green/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[30  0]
 [ 2  4]]",86.0,67.9,83.3,94.3,84.8,94.4,90.3,51.7,100.0,0.784,0.376,0.791,73.6,41.7,66.7,0.864,0.909,0.78,0.406,0.743,0.811,0.413,0.8,0.86,0.679,0.833,8.313,0.033
0,sub-002,Green/Upright/Faces,RF,"{'RF__n_estimators': 925, 'RF__min_samples_split': 3, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.8, 'RF__max_leaf_nodes': 183, 'RF__max_depth': 61, 'RF__class_weight': 'balanced'}","[[30  0]
 [ 5  1]]",100.0,61.2,58.3,100.0,86.2,86.1,100.0,45.0,100.0,1.0,0.299,0.378,100.0,23.3,16.7,1.0,0.5,1.0,0.269,0.224,1.0,0.3,0.286,1.0,0.612,0.583,3.9,0.375
0,sub-002,Green/Upright/Silhouettes,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.0003039195382313198}","[[18  7]
 [ 5  0]]",100.0,49.0,36.0,100.0,48.3,60.0,100.0,16.5,0.0,1.0,-0.021,-0.247,100.0,50.0,0.0,1.0,0.0,1.0,0.304,0.0,1.0,0.246,0.0,1.0,0.49,0.36,0.375,0.028
0,sub-002,Green/Upright/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[25  0]
 [ 5  0]]",76.0,48.5,50.0,90.0,80.8,83.3,79.6,0.0,0.0,0.607,-0.04,0.0,55.0,0.0,0.0,0.728,0.0,0.606,0.0,0.0,0.648,0.0,0.0,0.76,0.485,0.5,8.16,0.034
0,sub-002,Green/Upright/Silhouettes,RF,"{'RF__n_estimators': 254, 'RF__min_samples_split': 8, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.1, 'RF__max_leaf_nodes': 155, 'RF__max_depth': 6, 'RF__class_weight': 'balanced_subsample'}","[[25  0]
 [ 5  0]]",50.0,50.0,50.0,83.3,83.3,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.55,0.131
0,sub-002,Neutral/Inverted/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0001}","[[13 17]
 [ 0  6]]",98.6,79.9,71.7,97.6,70.7,52.8,88.1,37.7,26.1,0.925,0.46,0.336,100.0,93.3,100.0,0.902,0.306,0.959,0.623,0.534,0.936,0.523,0.414,0.986,0.799,0.717,0.204,0.034
0,sub-002,Neutral/Inverted/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[29  1]
 [ 5  1]]",81.5,58.8,56.7,91.9,85.7,83.3,83.7,40.0,50.0,0.696,0.241,0.217,65.7,18.3,16.7,0.793,0.357,0.703,0.217,0.21,0.735,0.247,0.25,0.815,0.588,0.567,8.385,0.032
0,sub-002,Neutral/Inverted/Faces,RF,"{'RF__n_estimators': 2877, 'RF__min_samples_split': 2, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.7000000000000001, 'RF__max_leaf_nodes': 59, 'RF__max_depth': 93, 'RF__class_weight': 'balanced_subsample'}","[[30  0]
 [ 6  0]]",50.0,50.0,50.0,82.9,82.9,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,4.487,0.38
0,sub-002,Neutral/Inverted/Silhouettes,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0028072162039411755}","[[18 12]
 [ 1  5]]",100.0,62.6,71.7,100.0,59.1,63.9,100.0,24.1,29.4,1.0,0.196,0.323,100.0,68.3,83.3,1.0,0.338,1.0,0.43,0.533,1.0,0.352,0.435,1.0,0.626,0.717,0.428,0.028
0,sub-002,Neutral/Inverted/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[28  2]
 [ 4  2]]",79.4,65.8,63.3,90.9,86.7,83.3,79.8,50.0,50.0,0.653,0.364,0.316,62.1,35.0,33.3,0.755,0.455,0.666,0.37,0.371,0.698,0.39,0.4,0.794,0.658,0.633,8.63,0.038
0,sub-002,Neutral/Inverted/Silhouettes,RF,"{'RF__n_estimators': 1291, 'RF__min_samples_split': 6, 'RF__min_samples_leaf': 1, 'RF__max_samples': 0.6, 'RF__max_leaf_nodes': 76, 'RF__max_depth': 79, 'RF__class_weight': None}","[[30  0]
 [ 6  0]]",97.7,50.0,50.0,99.2,83.1,83.3,100.0,0.0,0.0,0.972,0.0,0.0,95.3,0.0,0.0,0.99,0.0,0.967,0.0,0.0,0.975,0.0,0.0,0.977,0.5,0.5,5.351,0.51
0,sub-002,Green/Inverted/Faces,SVM,"{'SVM__class_weight': None, 'SVM__C': 108.2636733874054}","[[14 15]
 [ 3  3]]",100.0,59.1,49.1,100.0,59.2,48.6,100.0,25.5,16.7,1.0,0.159,-0.013,100.0,60.0,50.0,1.0,0.192,1.0,0.404,0.31,1.0,0.343,0.25,1.0,0.591,0.491,0.498,0.029
0,sub-002,Green/Inverted/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[27  2]
 [ 4  2]]",81.0,48.7,63.2,90.6,80.6,82.9,76.7,0.0,50.0,0.657,-0.031,0.313,66.2,0.0,33.3,0.742,0.455,0.69,0.0,0.371,0.709,0.0,0.4,0.81,0.487,0.632,8.289,0.035
0,sub-002,Green/Inverted/Faces,RF,"{'RF__n_estimators': 437, 'RF__min_samples_split': 7, 'RF__min_samples_leaf': 2, 'RF__max_samples': 0.4, 'RF__max_leaf_nodes': 30, 'RF__max_depth': 22, 'RF__class_weight': 'balanced_subsample'}","[[29  0]
 [ 6  0]]",54.8,50.0,50.0,84.4,82.7,82.9,90.0,0.0,0.0,0.267,0.0,0.0,9.7,0.0,0.0,0.33,0.0,0.133,0.0,0.0,0.173,0.0,0.0,0.548,0.5,0.5,2.514,0.191
0,sub-002,Green/Inverted/Silhouettes,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0001}","[[21  9]
 [ 1  5]]",97.2,66.2,76.7,95.3,61.9,72.2,78.7,26.7,35.7,0.862,0.25,0.408,100.0,73.3,83.3,0.822,0.403,0.923,0.469,0.591,0.88,0.386,0.5,0.972,0.662,0.767,0.231,0.031
0,sub-002,Green/Inverted/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[30  0]
 [ 6  0]]",79.4,50.3,50.0,89.6,81.6,83.3,72.2,5.0,0.0,0.617,0.003,0.0,64.0,3.3,0.0,0.702,0.0,0.661,0.037,0.0,0.676,0.04,0.0,0.794,0.503,0.5,8.344,0.037
0,sub-002,Green/Inverted/Silhouettes,RF,"{'RF__n_estimators': 1718, 'RF__min_samples_split': 8, 'RF__min_samples_leaf': 2, 'RF__max_samples': 0.1, 'RF__max_leaf_nodes': 128, 'RF__max_depth': 35, 'RF__class_weight': 'balanced_subsample'}","[[30  0]
 [ 6  0]]",50.0,50.0,50.0,83.0,83.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,10.4,0.675
0,sub-002,Target-Nontarget,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.0009236708571873865}","[[166  65]
 [ 11  36]]",100.0,69.1,74.2,100.0,76.6,72.7,100.0,37.6,35.6,1.0,0.327,0.378,100.0,57.9,76.6,1.0,0.399,1.0,0.495,0.566,1.0,0.455,0.486,1.0,0.691,0.742,21.041,0.042
0,sub-002,Target-Nontarget,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[178  53]
 [ 19  28]]",99.5,61.7,68.3,99.7,73.4,74.1,98.8,30.1,34.6,0.988,0.202,0.302,99.2,44.0,59.6,0.989,0.377,0.991,0.383,0.487,0.99,0.355,0.438,0.995,0.617,0.683,20.133,0.051
0,sub-002,Target-Nontarget,RF,"{'RF__n_estimators': 1169, 'RF__min_samples_split': 6, 'RF__min_samples_leaf': 2, 'RF__max_samples': 1.0, 'RF__max_leaf_nodes': 83, 'RF__max_depth': 14, 'RF__class_weight': 'balanced_subsample'}","[[231   0]
 [ 44   3]]",100.0,51.8,53.2,100.0,83.6,84.2,100.0,50.0,100.0,1.0,0.118,0.232,100.0,3.7,6.4,1.0,0.254,1.0,0.051,0.09,1.0,0.068,0.12,1.0,0.518,0.532,25.56,0.596
0,sub-003,Neutral/Upright/Faces,SVM,"{'SVM__class_weight': None, 'SVM__C': 0.00017433288221999874}","[[18 10]
 [ 0  5]]",100.0,82.5,82.1,100.0,74.0,69.7,100.0,41.4,33.3,1.0,0.51,0.463,100.0,95.0,100.0,1.0,0.385,1.0,0.659,0.619,1.0,0.562,0.5,1.0,0.825,0.821,0.426,0.031
0,sub-003,Neutral/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[27  1]
 [ 4  1]]",85.3,66.1,58.2,93.7,85.6,84.8,87.3,55.0,50.0,0.761,0.378,0.247,72.7,36.7,20.0,0.839,0.385,0.766,0.393,0.245,0.793,0.417,0.286,0.853,0.661,0.582,9.008,0.029
0,sub-003,Neutral/Upright/Faces,RF,"{'RF__n_estimators': 315, 'RF__min_samples_split': 9, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.7000000000000001, 'RF__max_leaf_nodes': 176, 'RF__max_depth': 16, 'RF__class_weight': 'balanced_subsample'}","[[28  0]
 [ 5  0]]",100.0,55.0,50.0,100.0,84.9,84.8,100.0,20.0,0.0,1.0,0.135,0.0,100.0,10.0,0.0,1.0,0.0,1.0,0.118,0.0,1.0,0.133,0.0,1.0,0.55,0.5,8.965,0.658
0,sub-003,Neutral/Upright/Silhouettes,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.0001}","[[16 13]
 [ 2  3]]",98.9,70.5,57.6,98.2,59.6,55.9,89.8,27.1,18.8,0.937,0.305,0.108,100.0,86.7,60.0,0.917,0.217,0.966,0.512,0.358,0.946,0.41,0.286,0.989,0.705,0.576,0.276,0.032
0,sub-003,Neutral/Upright/Silhouettes,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[29  0]
 [ 4  1]]",89.3,56.1,60.0,94.8,80.6,88.2,85.4,17.5,100.0,0.802,0.104,0.419,81.4,20.0,20.0,0.843,0.556,0.823,0.188,0.265,0.83,0.183,0.333,0.893,0.561,0.6,8.675,0.032
0,sub-003,Neutral/Upright/Silhouettes,RF,"{'RF__n_estimators': 376, 'RF__min_samples_split': 6, 'RF__min_samples_leaf': 2, 'RF__max_samples': 0.4, 'RF__max_leaf_nodes': 24, 'RF__max_depth': 12, 'RF__class_weight': None}","[[29  0]
 [ 5  0]]",53.5,50.0,50.0,85.3,84.2,85.3,80.0,0.0,0.0,0.214,0.0,0.0,6.9,0.0,0.0,0.252,0.0,0.096,0.0,0.0,0.126,0.0,0.0,0.535,0.5,0.5,1.67,0.171
0,sub-003,Green/Upright/Faces,SVM,"{'SVM__class_weight': 'balanced', 'SVM__C': 0.1373823795883264}","[[20  8]
 [ 0  5]]",100.0,87.5,85.7,100.0,79.1,75.8,100.0,46.5,38.5,1.0,0.589,0.524,100.0,100.0,100.0,1.0,0.439,1.0,0.726,0.67,1.0,0.625,0.556,1.0,0.875,0.857,0.376,0.03
0,sub-003,Green/Upright/Faces,LDA,"{'LDA__store_covariance': True, 'LDA__n_components': 1}","[[28  0]
 [ 1  4]]",88.3,64.5,90.0,93.9,87.6,97.0,83.6,45.0,100.0,0.78,0.339,0.879,79.8,30.0,80.0,0.828,0.952,0.809,0.325,0.852,0.817,0.347,0.889,0.883,0.645,0.9,8.057,0.039
0,sub-003,Green/Upright/Faces,RF,"{'RF__n_estimators': 498, 'RF__min_samples_split': 10, 'RF__min_samples_leaf': 5, 'RF__max_samples': 0.9, 'RF__max_leaf_nodes': 136, 'RF__max_depth': 17, 'RF__class_weight': 'balanced'}","[[28  0]
 [ 4  1]]",100.0,52.5,60.0,100.0,83.7,87.9,100.0,10.0,100.0,1.0,0.068,0.418,100.0,5.0,20.0,1.0,0.556,1.0,0.059,0.265,1.0,0.067,0.333,1.0,0.525,0.6,9.0,0.844
0,sub-003,Green/Upright/Silhouettes,SVM,"{'SVM__class_weight': None, 'SVM__C': 3.856620421163472}","[[15 14]
 [ 0  5]]",100.0,62.0,75.9,100.0,59.9,58.8,100.0,23.0,26.3,1.0,0.176,0.369,100.0,65.0,100.0,1.0,0.309,1.0,0.413,0.537,1.0,0.338,0.417,1.0,0.62,0.759,0.616,0.034
